doi,year,cited_by_count
https://doi.org/10.1038/s43246-021-00190-7,2024,5
https://doi.org/10.1038/s43246-021-00190-7,2023,2
https://doi.org/10.1038/s43246-021-00190-7,2022,1
https://doi.org/10.1109/tale52509.2021.9678826,2025,1
https://doi.org/10.1109/tale52509.2021.9678826,2024,3
https://doi.org/10.1109/tale52509.2021.9678826,2023,4
https://doi.org/10.1109/tale52509.2021.9678826,2022,1
https://doi.org/10.1016/j.xops.2021.100055,2024,2
https://doi.org/10.1016/j.xops.2021.100055,2023,5
https://doi.org/10.1016/j.xops.2021.100055,2022,2
https://doi.org/10.24963/ijcai.2021/172,2024,3
https://doi.org/10.24963/ijcai.2021/172,2023,4
https://doi.org/10.24963/ijcai.2021/172,2022,2
https://doi.org/10.2196/31316,2024,5
https://doi.org/10.2196/31316,2023,3
https://doi.org/10.2196/31316,2022,1
https://doi.org/10.1109/icpsasia52756.2021.9621706,2023,1
https://doi.org/10.1109/icpsasia52756.2021.9621706,2022,6
https://doi.org/10.3390/brainsci11111535,2025,1
https://doi.org/10.3390/brainsci11111535,2024,1
https://doi.org/10.3390/brainsci11111535,2023,4
https://doi.org/10.3390/brainsci11111535,2022,2
https://doi.org/10.3390/brainsci11111535,2021,1
https://doi.org/10.1021/acs.chas.0c00122,2025,1
https://doi.org/10.1021/acs.chas.0c00122,2024,2
https://doi.org/10.1021/acs.chas.0c00122,2023,1
https://doi.org/10.1021/acs.chas.0c00122,2022,3
https://doi.org/10.1021/acs.chas.0c00122,2021,1
https://doi.org/10.1007/978-3-030-80560-9_4,2025,1
https://doi.org/10.1007/978-3-030-80560-9_4,2024,2
https://doi.org/10.1007/978-3-030-80560-9_4,2023,2
https://doi.org/10.1007/978-3-030-80560-9_4,2022,3
https://doi.org/10.3390/su132212869,2025,3
https://doi.org/10.3390/su132212869,2024,2
https://doi.org/10.3390/su132212869,2023,3
https://doi.org/10.3390/su132212869,2022,1
https://doi.org/10.3390/su132212869,2013,1
https://doi.org/10.1038/s41467-021-27395-1,2024,4
https://doi.org/10.1038/s41467-021-27395-1,2023,5
https://doi.org/10.3390/nu13124360,2025,1
https://doi.org/10.3390/nu13124360,2024,4
https://doi.org/10.3390/nu13124360,2023,1
https://doi.org/10.3390/nu13124360,2022,3
https://doi.org/10.3389/fpsyt.2021.669533,2024,1
https://doi.org/10.3389/fpsyt.2021.669533,2023,4
https://doi.org/10.3389/fpsyt.2021.669533,2022,3
https://doi.org/10.1109/wf-iot51360.2021.9595661,2024,2
https://doi.org/10.1109/wf-iot51360.2021.9595661,2023,3
https://doi.org/10.1109/wf-iot51360.2021.9595661,2022,1
https://doi.org/10.1002/mp.15314,2025,1
https://doi.org/10.1002/mp.15314,2024,1
https://doi.org/10.1002/mp.15314,2023,2
https://doi.org/10.1002/mp.15314,2022,3
https://doi.org/10.3390/ijerph182212041,2024,4
https://doi.org/10.3390/ijerph182212041,2023,5
https://doi.org/10.3390/ijerph182212041,2022,3
https://doi.org/10.1016/j.tre.2021.102515,2024,2
https://doi.org/10.1016/j.tre.2021.102515,2023,3
https://doi.org/10.1016/j.tre.2021.102515,2022,2
https://doi.org/10.1128/spectrum.00217-21,2023,5
https://doi.org/10.1128/spectrum.00217-21,2022,2
https://doi.org/10.1128/spectrum.00217-21,2021,1
https://doi.org/10.1016/j.istruc.2021.10.080,2025,1
https://doi.org/10.1016/j.istruc.2021.10.080,2024,2
https://doi.org/10.1016/j.istruc.2021.10.080,2023,2
https://doi.org/10.1016/j.istruc.2021.10.080,2022,1
https://doi.org/10.3389/fcimb.2021.739211,2025,2
https://doi.org/10.3389/fcimb.2021.739211,2024,3
https://doi.org/10.3389/fcimb.2021.739211,2023,1
https://doi.org/10.3389/fcimb.2021.739211,2022,4
https://doi.org/10.1016/j.synthmet.2021.116953,2024,2
https://doi.org/10.1016/j.synthmet.2021.116953,2023,2
https://doi.org/10.1016/j.synthmet.2021.116953,2022,4
https://doi.org/10.1007/s40242-021-1346-5,2024,2
https://doi.org/10.1007/s40242-021-1346-5,2023,2
https://doi.org/10.1007/s40242-021-1346-5,2022,4
https://doi.org/10.1016/j.oceaneng.2021.110017,2025,1
https://doi.org/10.1016/j.oceaneng.2021.110017,2024,4
https://doi.org/10.1016/j.oceaneng.2021.110017,2023,2
https://doi.org/10.1016/j.oceaneng.2021.110017,2022,1
https://doi.org/10.1109/jlt.2021.3104186,2024,1
https://doi.org/10.1109/jlt.2021.3104186,2023,1
https://doi.org/10.1109/jlt.2021.3104186,2022,4
https://doi.org/10.1109/jlt.2021.3104186,2021,1
https://doi.org/10.1109/icdcs51616.2021.00013,2024,4
