doi,year,cited_by_count
https://doi.org/10.1016/j.compgeo.2022.104701,2023,2
https://doi.org/10.1016/j.compgeo.2022.104701,2022,3
https://doi.org/10.1021/acsami.1c25095,2024,4
https://doi.org/10.1021/acsami.1c25095,2023,3
https://doi.org/10.1021/acsami.1c25095,2022,4
https://doi.org/10.1177/03611981211044453,2025,2
https://doi.org/10.1177/03611981211044453,2024,6
https://doi.org/10.1177/03611981211044453,2022,2
https://doi.org/10.1007/s10915-022-01775-1,2025,1
https://doi.org/10.1007/s10915-022-01775-1,2024,5
https://doi.org/10.1007/s10915-022-01775-1,2023,2
https://doi.org/10.1007/s10915-022-01775-1,2022,3
https://doi.org/10.1007/s10915-022-01775-1,2021,1
https://doi.org/10.1515/cllt-2019-0049,2024,3
https://doi.org/10.1515/cllt-2019-0049,2023,4
https://doi.org/10.1515/cllt-2019-0049,2022,4
https://doi.org/10.1515/cllt-2019-0049,2021,1
https://doi.org/10.1515/cllt-2019-0049,2020,3
https://doi.org/10.1109/tkde.2020.2995075,2025,1
https://doi.org/10.1109/tkde.2020.2995075,2024,2
https://doi.org/10.1109/tkde.2020.2995075,2023,2
https://doi.org/10.1109/tkde.2020.2995075,2022,3
https://doi.org/10.1109/tkde.2020.2995075,2021,2
https://doi.org/10.3390/ijerph19042100,2025,1
https://doi.org/10.3390/ijerph19042100,2024,5
https://doi.org/10.3390/ijerph19042100,2023,5
https://doi.org/10.3390/ijerph19042100,2022,2
https://doi.org/10.1016/j.yexcr.2022.113042,2025,1
https://doi.org/10.1016/j.yexcr.2022.113042,2024,7
https://doi.org/10.1016/j.yexcr.2022.113042,2023,5
https://doi.org/10.1016/j.yexcr.2022.113042,2022,2
https://doi.org/10.3390/jcs6010019,2025,1
https://doi.org/10.3390/jcs6010019,2024,2
https://doi.org/10.3390/jcs6010019,2023,6
https://doi.org/10.3390/jcs6010019,2022,3
https://doi.org/10.1002/oby.23345,2025,1
https://doi.org/10.1002/oby.23345,2024,8
https://doi.org/10.1002/oby.23345,2023,4
https://doi.org/10.1002/oby.23345,2022,2
https://doi.org/10.1002/leap.1445,2025,2
https://doi.org/10.1002/leap.1445,2024,4
https://doi.org/10.1002/leap.1445,2023,7
https://doi.org/10.1002/leap.1445,2022,2
https://doi.org/10.1002/pro6.1143,2025,1
https://doi.org/10.1002/pro6.1143,2024,4
https://doi.org/10.1002/pro6.1143,2023,7
https://doi.org/10.1002/pro6.1143,2022,1
https://doi.org/10.1016/j.knosys.2021.107933,2025,1
https://doi.org/10.1016/j.knosys.2021.107933,2024,4
https://doi.org/10.1016/j.knosys.2021.107933,2023,3
https://doi.org/10.1016/j.knosys.2021.107933,2022,2
https://doi.org/10.1007/s12274-021-4025-4,2025,2
https://doi.org/10.1007/s12274-021-4025-4,2024,4
https://doi.org/10.1007/s12274-021-4025-4,2023,4
https://doi.org/10.1007/s12274-021-4025-4,2022,1
https://doi.org/10.1007/s12274-021-4025-4,2021,1
https://doi.org/10.1109/lgrs.2021.3109470,2024,4
https://doi.org/10.1109/lgrs.2021.3109470,2023,3
https://doi.org/10.1109/lgrs.2021.3109470,2022,1
https://doi.org/10.1364/oe.447823,2024,1
https://doi.org/10.1364/oe.447823,2023,5
https://doi.org/10.1364/oe.447823,2022,4
https://doi.org/10.1016/j.ejor.2021.12.014,2025,1
https://doi.org/10.1016/j.ejor.2021.12.014,2024,6
https://doi.org/10.1016/j.ejor.2021.12.014,2023,3
https://doi.org/10.1016/j.ejor.2021.12.014,2022,3
https://doi.org/10.1016/j.ejor.2021.12.014,2021,1
https://doi.org/10.1016/j.jelechem.2021.115965,2025,1
https://doi.org/10.1016/j.jelechem.2021.115965,2024,4
https://doi.org/10.1016/j.jelechem.2021.115965,2023,2
https://doi.org/10.1016/j.jelechem.2021.115965,2022,3
https://doi.org/10.1016/j.ijpe.2021.108395,2025,1
https://doi.org/10.1016/j.ijpe.2021.108395,2024,4
https://doi.org/10.1016/j.ijpe.2021.108395,2023,3
https://doi.org/10.1016/j.ijpe.2021.108395,2022,5
https://doi.org/10.1016/j.tws.2021.108716,2024,2
https://doi.org/10.1016/j.tws.2021.108716,2023,5
https://doi.org/10.1016/j.tws.2021.108716,2022,4
https://doi.org/10.1109/tuffc.2021.3132607,2024,3
https://doi.org/10.1109/tuffc.2021.3132607,2023,6
https://doi.org/10.1109/tuffc.2021.3132607,2022,1
https://doi.org/10.1109/jsen.2021.3132428,2024,3
https://doi.org/10.1109/jsen.2021.3132428,2023,2
https://doi.org/10.1109/jsen.2021.3132428,2022,2
https://doi.org/10.1002/ente.202100908,2024,2
https://doi.org/10.1002/ente.202100908,2023,4
https://doi.org/10.1002/ente.202100908,2022,4
https://doi.org/10.1007/s00170-021-08325-3,2024,2
https://doi.org/10.1007/s00170-021-08325-3,2023,4
https://doi.org/10.1007/s00170-021-08325-3,2022,5
https://doi.org/10.1016/j.jrmge.2021.03.009,2025,2
https://doi.org/10.1016/j.jrmge.2021.03.009,2024,4
https://doi.org/10.1016/j.jrmge.2021.03.009,2023,3
https://doi.org/10.1016/j.jrmge.2021.03.009,2022,3
https://doi.org/10.1016/j.jrmge.2021.03.009,2021,1
https://doi.org/10.1016/j.neucom.2021.10.116,2024,4
https://doi.org/10.1016/j.neucom.2021.10.116,2023,2
https://doi.org/10.1016/j.neucom.2021.10.116,2022,4
https://doi.org/10.1111/jpm.12804,2025,2
https://doi.org/10.1111/jpm.12804,2024,3
https://doi.org/10.1111/jpm.12804,2023,5
https://doi.org/10.1111/jpm.12804,2022,1
https://doi.org/10.1111/joac.12464,2025,3
https://doi.org/10.1111/joac.12464,2024,3
https://doi.org/10.1111/joac.12464,2023,3
https://doi.org/10.1111/joac.12464,2022,2
https://doi.org/10.1016/j.jhazmat.2021.127575,2025,1
https://doi.org/10.1016/j.jhazmat.2021.127575,2024,3
https://doi.org/10.1016/j.jhazmat.2021.127575,2023,4
https://doi.org/10.1016/j.jhazmat.2021.127575,2022,3
https://doi.org/10.1080/17517575.2021.1992675,2025,1
https://doi.org/10.1080/17517575.2021.1992675,2024,3
https://doi.org/10.1080/17517575.2021.1992675,2023,1
https://doi.org/10.1080/17517575.2021.1992675,2022,4
https://doi.org/10.1002/jtr.2495,2024,5
https://doi.org/10.1002/jtr.2495,2023,6
https://doi.org/10.1002/jtr.2495,2022,1
https://doi.org/10.1016/j.envpol.2021.118266,2025,1
https://doi.org/10.1016/j.envpol.2021.118266,2024,6
https://doi.org/10.1016/j.envpol.2021.118266,2023,7
https://doi.org/10.1016/j.envpol.2021.118266,2022,2
https://doi.org/10.1002/jbmr.4441,2024,3
https://doi.org/10.1002/jbmr.4441,2023,4
https://doi.org/10.1002/jbmr.4441,2022,2
https://doi.org/10.1002/jbmr.4441,2020,1
https://doi.org/10.1080/10888691.2021.1976182,2025,2
https://doi.org/10.1080/10888691.2021.1976182,2024,7
https://doi.org/10.1080/10888691.2021.1976182,2023,5
https://doi.org/10.1080/10888691.2021.1976182,2022,2
https://doi.org/10.1016/j.bbr.2021.113538,2025,1
https://doi.org/10.1016/j.bbr.2021.113538,2024,5
https://doi.org/10.1016/j.bbr.2021.113538,2023,3
https://doi.org/10.1016/j.bbr.2021.113538,2022,1
https://doi.org/10.1016/j.paid.2021.111170,2025,2
https://doi.org/10.1016/j.paid.2021.111170,2024,6
https://doi.org/10.1016/j.paid.2021.111170,2023,3
https://doi.org/10.1016/j.paid.2021.111170,2022,2
https://doi.org/10.1108/rpj-06-2020-0143,2025,1
https://doi.org/10.1108/rpj-06-2020-0143,2024,2
https://doi.org/10.1108/rpj-06-2020-0143,2023,4
https://doi.org/10.1108/rpj-06-2020-0143,2022,6
https://doi.org/10.1108/ecam-03-2021-0245,2024,3
https://doi.org/10.1108/ecam-03-2021-0245,2023,4
https://doi.org/10.1108/ecam-03-2021-0245,2022,3
https://doi.org/10.1109/tmag.2021.3088451,2024,1
https://doi.org/10.1109/tmag.2021.3088451,2023,2
https://doi.org/10.1109/tmag.2021.3088451,2022,4
https://doi.org/10.1002/cpe.6190,2025,1
https://doi.org/10.1002/cpe.6190,2024,2
https://doi.org/10.1002/cpe.6190,2023,3
https://doi.org/10.1002/cpe.6190,2022,5
https://doi.org/10.1109/tmech.2021.3085975,2024,2
https://doi.org/10.1109/tmech.2021.3085975,2023,4
https://doi.org/10.1109/tmech.2021.3085975,2022,3
https://doi.org/10.1177/1420326x211016040,2024,4
https://doi.org/10.1177/1420326x211016040,2023,3
https://doi.org/10.1177/1420326x211016040,2022,3
https://doi.org/10.1177/1420326x211016040,2021,1
https://doi.org/10.1109/tmech.2021.3075207,2024,1
https://doi.org/10.1109/tmech.2021.3075207,2023,1
https://doi.org/10.1109/tmech.2021.3075207,2022,6
https://doi.org/10.1109/tmech.2021.3075207,2021,1
https://doi.org/10.1080/15568318.2020.1871129,2024,5
https://doi.org/10.1080/15568318.2020.1871129,2023,2
https://doi.org/10.1080/15568318.2020.1871129,2022,4
https://doi.org/10.1080/15568318.2020.1871129,2021,1
https://doi.org/10.1080/15732479.2020.1851730,2024,1
https://doi.org/10.1080/15732479.2020.1851730,2023,5
https://doi.org/10.1080/15732479.2020.1851730,2022,3
https://doi.org/10.1080/15732479.2020.1851730,2021,4
https://doi.org/10.1080/09650792.2020.1860106,2025,2
https://doi.org/10.1080/09650792.2020.1860106,2024,5
https://doi.org/10.1080/09650792.2020.1860106,2023,3
https://doi.org/10.1080/09650792.2020.1860106,2022,3
https://doi.org/10.1177/0033688220969280,2024,2
https://doi.org/10.1177/0033688220969280,2023,2
https://doi.org/10.1177/0033688220969280,2022,3
https://doi.org/10.1177/0033688220969280,2021,2
https://doi.org/10.1080/19388160.2020.1807432,2025,1
https://doi.org/10.1080/19388160.2020.1807432,2024,10
https://doi.org/10.1080/19388160.2020.1807432,2023,2
https://doi.org/10.1080/19388160.2020.1807432,2022,4
https://doi.org/10.1080/19388160.2020.1807432,2021,4
https://doi.org/10.1080/19388160.2020.1807432,2020,1
https://doi.org/10.1002/eom2.12201,2025,2
https://doi.org/10.1002/eom2.12201,2024,3
https://doi.org/10.1002/eom2.12201,2023,2
https://doi.org/10.1002/eom2.12201,2022,3
https://doi.org/10.1093/iti/liac010,2025,2
https://doi.org/10.1093/iti/liac010,2024,5
https://doi.org/10.1093/iti/liac010,2023,4
https://doi.org/10.1145/3503161.3548184,2024,5
https://doi.org/10.1145/3503161.3548184,2023,2
https://doi.org/10.1080/10548408.2023.2184444,2024,7
https://doi.org/10.1080/10548408.2023.2184444,2023,3
https://doi.org/10.1075/babel.00289.cui,2025,3
https://doi.org/10.1075/babel.00289.cui,2024,4
https://doi.org/10.1075/babel.00289.cui,2023,2
https://doi.org/10.1109/iros47612.2022.9981684,2025,1
https://doi.org/10.1109/iros47612.2022.9981684,2024,2
https://doi.org/10.1109/iros47612.2022.9981684,2023,3
https://doi.org/10.1038/s41598-022-26024-1,2024,8
https://doi.org/10.1038/s41598-022-26024-1,2023,4
https://doi.org/10.1051/m2an/2022073,2025,1
https://doi.org/10.1051/m2an/2022073,2024,2
https://doi.org/10.1051/m2an/2022073,2023,3
https://doi.org/10.3390/buildings12122054,2025,2
https://doi.org/10.3390/buildings12122054,2024,6
https://doi.org/10.3390/buildings12122054,2023,6
https://doi.org/10.1039/d2tc03574j,2025,1
https://doi.org/10.1039/d2tc03574j,2024,9
https://doi.org/10.1039/d2tc03574j,2023,3
https://doi.org/10.1063/5.0130901,2025,1
https://doi.org/10.1063/5.0130901,2024,6
https://doi.org/10.1063/5.0130901,2023,3
https://doi.org/10.1016/j.firesaf.2022.103702,2025,1
https://doi.org/10.1016/j.firesaf.2022.103702,2024,4
https://doi.org/10.1016/j.firesaf.2022.103702,2023,6
https://doi.org/10.1007/978-3-031-19797-0_22,2024,7
https://doi.org/10.1007/978-3-031-19797-0_22,2023,3
https://doi.org/10.1080/09544828.2022.2139968,2025,2
https://doi.org/10.1080/09544828.2022.2139968,2024,3
https://doi.org/10.1080/09544828.2022.2139968,2023,4
https://doi.org/10.1080/09544828.2022.2139968,2022,1
https://doi.org/10.1016/j.habitatint.2022.102687,2025,1
https://doi.org/10.1016/j.habitatint.2022.102687,2024,8
https://doi.org/10.1016/j.habitatint.2022.102687,2023,5
https://doi.org/10.1186/s13195-022-01100-w,2024,4
https://doi.org/10.1186/s13195-022-01100-w,2023,6
https://doi.org/10.1109/jstars.2022.3214485,2024,5
https://doi.org/10.1109/jstars.2022.3214485,2023,2
https://doi.org/10.1016/j.trb.2022.10.006,2025,2
https://doi.org/10.1016/j.trb.2022.10.006,2024,6
https://doi.org/10.1016/j.trb.2022.10.006,2023,3
https://doi.org/10.21437/interspeech.2022-10350,2024,2
https://doi.org/10.21437/interspeech.2022-10350,2023,1
https://doi.org/10.21437/interspeech.2022-10350,2022,1
https://doi.org/10.3390/su141911864,2024,5
https://doi.org/10.3390/su141911864,2023,3
https://doi.org/10.3390/su141911864,2022,1
https://doi.org/10.3390/ijerph191912287,2025,1
https://doi.org/10.3390/ijerph191912287,2024,7
https://doi.org/10.3390/ijerph191912287,2023,5
https://doi.org/10.3390/math10193550,2025,2
https://doi.org/10.3390/math10193550,2024,2
https://doi.org/10.3390/math10193550,2023,7
https://doi.org/10.1002/stc.3120,2024,4
https://doi.org/10.1002/stc.3120,2023,4
https://doi.org/10.1364/ol.473091,2025,1
https://doi.org/10.1364/ol.473091,2024,2
https://doi.org/10.1364/ol.473091,2023,6
https://doi.org/10.1364/ol.473091,2022,4
https://doi.org/10.1109/lra.2022.3208377,2024,6
https://doi.org/10.1109/lra.2022.3208377,2023,2
https://doi.org/10.1016/j.jsr.2022.08.017,2025,2
https://doi.org/10.1016/j.jsr.2022.08.017,2024,2
https://doi.org/10.1016/j.jsr.2022.08.017,2023,7
https://doi.org/10.1109/jiot.2022.3162322,2024,3
https://doi.org/10.1109/jiot.2022.3162322,2023,4
https://doi.org/10.1016/j.brs.2022.09.006,2025,1
https://doi.org/10.1016/j.brs.2022.09.006,2024,7
