doi,oa_id,oa_doi,oa_title,oa_display_name,oa_publication_year,oa_publication_date,oa_language,oa_type,oa_cited_by_count,oa_fwci,oa_is_retracted,oa_updated_date,oa_created_date,oa_primary_location_is_oa,oa_primary_location_landing_page_url,oa_primary_location_source_id,oa_primary_location_source_name,oa_primary_location_source_issn_l,oa_primary_location_source_is_oa,oa_primary_location_source_is_indexed_in_scopus,oa_primary_location_source_host_org_name,oa_primary_location_source_host_org_lineage_names,oa_primary_location_source_type,oa_biblio_volume,oa_biblio_issue,oa_biblio_first_page,oa_biblio_last_page,oa_primary_topic_id,oa_primary_topic_name,oa_primary_topic_score,oa_primary_topic_subfield_name,oa_primary_topic_field_name,oa_primary_topic_domain_name,oa_cnp_value,oa_cnp_is_top_1_percent,oa_cnp_is_top_10_percent,oa_cbpy_min,oa_cbpy_max,oa_status
https://doi.org/10.1016/j.watres.2022.118927,https://openalex.org/W4288808588,https://doi.org/10.1016/j.watres.2022.118927,"Regulation, quantification and application of the effect of functional groups on anion selectivity in capacitive deionization","Regulation, quantification and application of the effect of functional groups on anion selectivity in capacitive deionization",2022.0,30/7/2022,en,article,36.0,3.579,False,2025-04-24T03:30:33.086429,30/7/2022,False,https://doi.org/10.1016/j.watres.2022.118927,https://openalex.org/S52566953,Water Research,0043-1354,False,True,Elsevier BV,"[""Elsevier BV""]",journal,222,,118927,118927,https://openalex.org/T12074,Membrane-based Ion Separation Techniques,1.0,Biomedical Engineering,Engineering,Physical Sciences,0.999975,True,True,97.0,98.0,Success
https://doi.org/10.1002/adma.202203220,https://openalex.org/W4288439386,https://doi.org/10.1002/adma.202203220,Preparation of 2D Molybdenum Phosphide via Surface‐Confined Atomic Substitution,Preparation of 2D Molybdenum Phosphide via Surface‐Confined Atomic Substitution,2022.0,28/7/2022,en,article,35.0,3.265,False,2025-04-20T00:52:41.129458,29/7/2022,False,https://doi.org/10.1002/adma.202203220,https://openalex.org/S99352657,Advanced Materials,0935-9648,False,True,,[],journal,34,35,,,https://openalex.org/T12046,MXene and MAX Phase Materials,0.9999,Materials Chemistry,Materials Science,Physical Sciences,0.657159,False,False,97.0,98.0,Success
https://doi.org/10.1016/j.engstruct.2022.114581,https://openalex.org/W4283724977,https://doi.org/10.1016/j.engstruct.2022.114581,Multi-level time-variant vulnerability assessment of deteriorating bridge networks with structural condition records,Multi-level time-variant vulnerability assessment of deteriorating bridge networks with structural condition records,2022.0,30/6/2022,en,article,30.0,4.156,False,2025-04-17T22:29:30.149932,1/7/2022,False,https://doi.org/10.1016/j.engstruct.2022.114581,https://openalex.org/S165454098,Engineering Structures,0141-0296,False,True,Elsevier BV,"[""Elsevier BV""]",journal,266,,114581,114581,https://openalex.org/T11850,Concrete Corrosion and Durability,0.9996,Civil and Structural Engineering,Engineering,Physical Sciences,0.999959,True,True,97.0,98.0,Success
https://doi.org/10.1016/j.jmst.2022.05.019,https://openalex.org/W4288870994,https://doi.org/10.1016/j.jmst.2022.05.019,Flexible and biocompatible poly (vinyl alcohol)/multi-walled carbon nanotubes hydrogels with epsilon-near-zero properties,Flexible and biocompatible poly (vinyl alcohol)/multi-walled carbon nanotubes hydrogels with epsilon-near-zero properties,2022.0,8/6/2022,en,article,34.0,2.662,False,2025-04-24T06:22:29.468076,31/7/2022,False,https://doi.org/10.1016/j.jmst.2022.05.019,https://openalex.org/S135187643,Journal of Material Science and Technology,1005-0302,False,True,Elsevier BV,"[""Elsevier BV""]",journal,131,,91,99,https://openalex.org/T10245,Metamaterials and Metasurfaces Applications,0.9998,"Electronic, Optical and Magnetic Materials",Materials Science,Physical Sciences,0.999903,True,True,97.0,98.0,Success
https://doi.org/10.1002/adma.202202042,https://openalex.org/W4281788454,https://doi.org/10.1002/adma.202202042,Diammonium‐Mediated Perovskite Film Formation for High‐Luminescence Red Perovskite Light‐Emitting Diodes,Diammonium‐Mediated Perovskite Film Formation for High‐Luminescence Red Perovskite Light‐Emitting Diodes,2022.0,1/6/2022,en,article,35.0,3.706,False,2025-04-22T08:47:00.553568,13/6/2022,False,https://doi.org/10.1002/adma.202202042,https://openalex.org/S99352657,Advanced Materials,0935-9648,False,True,,[],journal,34,30,,,https://openalex.org/T10247,Perovskite Materials and Applications,1.0,Electrical and Electronic Engineering,Engineering,Physical Sciences,0.999985,True,True,97.0,98.0,Success
https://doi.org/10.1039/d2ta02259a,https://openalex.org/W4285147752,https://doi.org/10.1039/d2ta02259a,Effects of Stokes shift and Purcell enhancement on fluorescence-assisted radiative cooling,Effects of Stokes shift and Purcell enhancement on fluorescence-assisted radiative cooling,2022.0,1/1/2022,en,article,28.0,3.879,False,2025-04-19T07:49:49.737381,14/7/2022,False,https://doi.org/10.1039/d2ta02259a,https://openalex.org/S2764437742,Journal of Materials Chemistry A,2050-7496,False,True,Royal Society of Chemistry,"[""Royal Society of Chemistry""]",journal,10,37,19635,19640,https://openalex.org/T12442,Thermal Radiation and Cooling Technologies,1.0,Civil and Structural Engineering,Engineering,Physical Sciences,0.999959,True,True,97.0,98.0,Success
https://doi.org/10.1016/j.conbuildmat.2022.128007,https://openalex.org/W4281971997,https://doi.org/10.1016/j.conbuildmat.2022.128007,Effects of printing paths and recycled fines on drying shrinkage of 3D printed mortar,Effects of printing paths and recycled fines on drying shrinkage of 3D printed mortar,2022.0,2/6/2022,en,article,28.0,3.808,False,2025-04-18T20:39:16.763352,13/6/2022,False,https://doi.org/10.1016/j.conbuildmat.2022.128007,https://openalex.org/S29980478,Construction and Building Materials,0950-0618,False,True,Elsevier BV,"[""Elsevier BV""]",journal,342,,128007,128007,https://openalex.org/T12190,Innovations in Concrete and Construction Materials,0.9999,Building and Construction,Engineering,Physical Sciences,0.999921,True,True,97.0,98.0,Success
https://doi.org/10.1021/jacsau.2c00146,https://openalex.org/W4280644283,https://doi.org/10.1021/jacsau.2c00146,Synergizing Inter and Intraband Transitions in Defective Tungsten Oxide for Efficient Photocatalytic Alcohol Dehydration to Alkenes,Synergizing Inter and Intraband Transitions in Defective Tungsten Oxide for Efficient Photocatalytic Alcohol Dehydration to Alkenes,2022.0,13/5/2022,en,article,36.0,2.159,False,2025-04-26T18:50:47.566195,22/5/2022,True,https://doi.org/10.1021/jacsau.2c00146,https://openalex.org/S4210207119,JACS Au,2691-3704,True,True,American Chemical Society,"[""American Chemical Society""]",journal,2,5,1160,1168,https://openalex.org/T10078,Advanced Photocatalysis Techniques,1.0,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0.999939,True,True,97.0,98.0,Success
https://doi.org/10.1109/icassp43922.2022.9746639,https://openalex.org/W3206114047,https://doi.org/10.1109/icassp43922.2022.9746639,Multi-View Self-Attention Based Transformer for Speaker Recognition,Multi-View Self-Attention Based Transformer for Speaker Recognition,2022.0,27/4/2022,en,article,22.0,3.182,False,2025-04-17T10:19:39.043026,25/10/2021,False,https://doi.org/10.1109/icassp43922.2022.9746639,https://openalex.org/S4363607702,"ICASSP 2022 - 2022 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,False,False,,[],conference,,,,,https://openalex.org/T10201,Speech Recognition and Synthesis,0.9999,Artificial Intelligence,Computer Science,Physical Sciences,0.812687,False,False,95.0,96.0,Success
https://doi.org/10.1016/j.jhazmat.2022.129152,https://openalex.org/W4280544943,https://doi.org/10.1016/j.jhazmat.2022.129152,Evaluation of SARS-CoV-2 transmission in COVID-19 isolation wards: On-site sampling and numerical analysis,Evaluation of SARS-CoV-2 transmission in COVID-19 isolation wards: On-site sampling and numerical analysis,2022.0,14/5/2022,en,article,35.0,7.644,False,2025-04-18T13:20:49.652090,22/5/2022,False,https://doi.org/10.1016/j.jhazmat.2022.129152,https://openalex.org/S145089992,Journal of Hazardous Materials,0304-3894,False,True,Elsevier BV,"[""Elsevier BV""]",journal,436,,129152,129152,https://openalex.org/T10990,Infection Control and Ventilation,0.9999,Pulmonary and Respiratory Medicine,Medicine,Health Sciences,0.999973,True,True,97.0,98.0,Success
