doi,oa_author_id,oa_author_position,oa_author_is_corresponding,oa_author_raw_name
https://doi.org/10.1016/j.jclepro.2023.140343,https://openalex.org/A5088615931,last,True,Zhen Leng
https://doi.org/10.1016/j.jhazmat.2023.133198,https://openalex.org/A5011457041,first,False,Cong Pan
https://doi.org/10.1016/j.jhazmat.2023.133198,https://openalex.org/A5079945227,middle,False,Yan Sun
https://doi.org/10.1016/j.jhazmat.2023.133198,https://openalex.org/A5020792182,middle,False,Yiqie Dong
https://doi.org/10.1016/j.jhazmat.2023.133198,https://openalex.org/A5086045765,middle,False,Haobo Hou
https://doi.org/10.1016/j.jhazmat.2023.133198,https://openalex.org/A5049358486,middle,False,Ming-Feng Kai
https://doi.org/10.1016/j.jhazmat.2023.133198,https://openalex.org/A5029254674,last,True,Jirong Lan
https://doi.org/10.1016/j.scitotenv.2023.168769,https://openalex.org/A5101441444,first,False,H. Lee
https://doi.org/10.1016/j.scitotenv.2023.168769,https://openalex.org/A5077785208,middle,False,K. Sam
https://doi.org/10.1016/j.scitotenv.2023.168769,https://openalex.org/A5063887607,middle,False,F. Coulon
https://doi.org/10.1016/j.scitotenv.2023.168769,https://openalex.org/A5035719760,middle,False,S. De Gisi
https://doi.org/10.1016/j.scitotenv.2023.168769,https://openalex.org/A5006633787,middle,False,M. Notarnicola
https://doi.org/10.1016/j.scitotenv.2023.168769,https://openalex.org/A5077531974,last,True,C. Labianca
https://doi.org/10.1016/j.apenergy.2023.122278,https://openalex.org/A5083267405,first,False,Zhonghao Zhao
https://doi.org/10.1016/j.apenergy.2023.122278,https://openalex.org/A5004693919,middle,True,Carman K.M. Lee
https://doi.org/10.1016/j.apenergy.2023.122278,https://openalex.org/A5035499642,last,False,Jingzheng Ren
https://doi.org/10.1016/j.nanoen.2023.109099,https://openalex.org/A5100352813,first,False,Xinyu Wang
https://doi.org/10.1016/j.nanoen.2023.109099,https://openalex.org/A5007936440,middle,False,Yiran Ying
https://doi.org/10.1016/j.nanoen.2023.109099,https://openalex.org/A5063468713,middle,True,Shengmei Chen
https://doi.org/10.1016/j.nanoen.2023.109099,https://openalex.org/A5045487341,middle,False,Qingjun Meng
