doi,year,cited_by_count
https://doi.org/10.1016/j.jhydrol.2019.124405,2022,21
https://doi.org/10.1016/j.jhydrol.2019.124405,2021,3
https://doi.org/10.1016/j.jhydrol.2019.124405,2020,2
https://doi.org/10.1016/j.ijpe.2019.107563,2024,12
https://doi.org/10.1016/j.ijpe.2019.107563,2023,9
https://doi.org/10.1016/j.ijpe.2019.107563,2022,9
https://doi.org/10.1016/j.ijpe.2019.107563,2021,7
https://doi.org/10.1016/j.ijpe.2019.107563,2020,3
https://doi.org/10.1016/j.jenvman.2019.109860,2024,10
https://doi.org/10.1016/j.jenvman.2019.109860,2023,7
https://doi.org/10.1016/j.jenvman.2019.109860,2022,4
https://doi.org/10.1016/j.jenvman.2019.109860,2021,10
https://doi.org/10.1016/j.jenvman.2019.109860,2020,5
https://doi.org/10.1177/1475921719855444,2025,4
https://doi.org/10.1177/1475921719855444,2024,6
https://doi.org/10.1177/1475921719855444,2023,9
https://doi.org/10.1177/1475921719855444,2022,9
https://doi.org/10.1177/1475921719855444,2021,6
https://doi.org/10.1177/1475921719855444,2020,1
https://doi.org/10.1080/19388160.2019.1625841,2025,1
https://doi.org/10.1080/19388160.2019.1625841,2024,8
https://doi.org/10.1080/19388160.2019.1625841,2023,5
https://doi.org/10.1080/19388160.2019.1625841,2022,8
https://doi.org/10.1080/19388160.2019.1625841,2021,9
https://doi.org/10.1080/19388160.2019.1625841,2020,5
https://doi.org/10.1007/s10479-019-03149-7,2025,2
https://doi.org/10.1007/s10479-019-03149-7,2024,7
https://doi.org/10.1007/s10479-019-03149-7,2023,12
https://doi.org/10.1007/s10479-019-03149-7,2022,10
https://doi.org/10.1007/s10479-019-03149-7,2021,8
https://doi.org/10.1007/s10479-019-03149-7,2020,1
https://doi.org/10.1007/s10479-019-03149-7,2019,1
https://doi.org/10.1108/jhti-02-2020-0015,2025,3
https://doi.org/10.1108/jhti-02-2020-0015,2024,14
https://doi.org/10.1108/jhti-02-2020-0015,2023,7
https://doi.org/10.1108/jhti-02-2020-0015,2022,8
https://doi.org/10.1108/jhti-02-2020-0015,2021,4
https://doi.org/10.1186/s12984-020-00783-2,2025,6
https://doi.org/10.1186/s12984-020-00783-2,2024,7
https://doi.org/10.1186/s12984-020-00783-2,2023,9
https://doi.org/10.1186/s12984-020-00783-2,2022,10
https://doi.org/10.1186/s12984-020-00783-2,2021,4
https://doi.org/10.1016/j.jtherbio.2020.102655,2025,1
https://doi.org/10.1016/j.jtherbio.2020.102655,2024,11
https://doi.org/10.1016/j.jtherbio.2020.102655,2023,7
https://doi.org/10.1016/j.jtherbio.2020.102655,2022,9
https://doi.org/10.1016/j.jtherbio.2020.102655,2021,4
https://doi.org/10.1016/j.jtherbio.2020.102655,2020,1
https://doi.org/10.1016/j.apenergy.2020.115369,2024,4
https://doi.org/10.1016/j.apenergy.2020.115369,2023,6
https://doi.org/10.1016/j.apenergy.2020.115369,2022,12
https://doi.org/10.1016/j.apenergy.2020.115369,2021,11
https://doi.org/10.1016/j.apenergy.2020.115369,2020,1
https://doi.org/10.1016/j.apenergy.2020.115344,2025,2
https://doi.org/10.1016/j.apenergy.2020.115344,2024,11
https://doi.org/10.1016/j.apenergy.2020.115344,2023,10
https://doi.org/10.1016/j.apenergy.2020.115344,2022,7
https://doi.org/10.1016/j.apenergy.2020.115344,2021,4
https://doi.org/10.1002/ijc.33016,2025,1
https://doi.org/10.1002/ijc.33016,2024,6
https://doi.org/10.1002/ijc.33016,2023,13
https://doi.org/10.1002/ijc.33016,2022,8
https://doi.org/10.1002/ijc.33016,2021,9
https://doi.org/10.1002/ijc.33016,2020,2
https://doi.org/10.1016/j.measurement.2020.107964,2024,1
https://doi.org/10.1016/j.measurement.2020.107964,2023,1
https://doi.org/10.1016/j.measurement.2020.107964,2022,6
https://doi.org/10.1016/j.measurement.2020.107964,2021,21
https://doi.org/10.1016/j.measurement.2020.107964,2020,6
https://doi.org/10.1016/j.jcsr.2020.106068,2025,1
https://doi.org/10.1016/j.jcsr.2020.106068,2024,3
https://doi.org/10.1016/j.jcsr.2020.106068,2023,17
https://doi.org/10.1016/j.jcsr.2020.106068,2022,4
