doi,year,cited_by_count
https://doi.org/10.1145/3442381.3450133,2023,15
https://doi.org/10.1145/3442381.3450133,2022,19
https://doi.org/10.1145/3442381.3450133,2021,11
https://doi.org/10.1145/3442381.3450133,2020,1
https://doi.org/10.1109/cvpr46437.2021.00107,2025,17
https://doi.org/10.1109/cvpr46437.2021.00107,2024,121
https://doi.org/10.1109/cvpr46437.2021.00107,2023,117
https://doi.org/10.1109/cvpr46437.2021.00107,2022,63
https://doi.org/10.1109/cvpr46437.2021.00107,2021,14
https://doi.org/10.1021/acsnano.1c02007,2025,21
https://doi.org/10.1021/acsnano.1c02007,2024,128
https://doi.org/10.1021/acsnano.1c02007,2023,100
https://doi.org/10.1021/acsnano.1c02007,2022,99
https://doi.org/10.1021/acsnano.1c02007,2021,24
https://doi.org/10.1016/j.jhazmat.2021.125132,2025,27
https://doi.org/10.1016/j.jhazmat.2021.125132,2024,156
https://doi.org/10.1016/j.jhazmat.2021.125132,2023,111
https://doi.org/10.1016/j.jhazmat.2021.125132,2022,67
https://doi.org/10.1016/j.jhazmat.2021.125132,2021,19
https://doi.org/10.1039/d1ee01277k,2025,39
https://doi.org/10.1039/d1ee01277k,2024,172
https://doi.org/10.1039/d1ee01277k,2023,98
https://doi.org/10.1039/d1ee01277k,2022,55
https://doi.org/10.1039/d1ee01277k,2021,10
https://doi.org/10.1039/d0ee04007j,2025,18
https://doi.org/10.1039/d0ee04007j,2024,112
https://doi.org/10.1039/d0ee04007j,2023,108
https://doi.org/10.1039/d0ee04007j,2022,92
https://doi.org/10.1039/d0ee04007j,2021,43
https://doi.org/10.1016/j.jclepro.2021.127143,2025,15
https://doi.org/10.1016/j.jclepro.2021.127143,2024,100
https://doi.org/10.1016/j.jclepro.2021.127143,2023,90
https://doi.org/10.1016/j.jclepro.2021.127143,2022,122
https://doi.org/10.1016/j.jclepro.2021.127143,2021,42
https://doi.org/10.1002/anie.202013985,2024,2
https://doi.org/10.1002/anie.202013985,2023,4
https://doi.org/10.1002/anie.202013985,2022,12
https://doi.org/10.1002/anie.202013985,2021,3
https://doi.org/10.1016/j.jobe.2020.102074,2025,31
https://doi.org/10.1016/j.jobe.2020.102074,2024,123
https://doi.org/10.1016/j.jobe.2020.102074,2023,85
https://doi.org/10.1016/j.jobe.2020.102074,2022,56
https://doi.org/10.1016/j.jobe.2020.102074,2021,21
https://doi.org/10.1038/s41566-021-00829-4,2025,19
https://doi.org/10.1038/s41566-021-00829-4,2024,76
https://doi.org/10.1038/s41566-021-00829-4,2023,124
https://doi.org/10.1038/s41566-021-00829-4,2022,105
https://doi.org/10.1038/s41566-021-00829-4,2021,13
https://doi.org/10.1016/j.compedu.2021.104211,2025,11
https://doi.org/10.1016/j.compedu.2021.104211,2024,77
https://doi.org/10.1016/j.compedu.2021.104211,2023,144
https://doi.org/10.1016/j.compedu.2021.104211,2022,148
https://doi.org/10.1016/j.compedu.2021.104211,2021,60
https://doi.org/10.1016/j.cej.2021.128800,2025,20
https://doi.org/10.1016/j.cej.2021.128800,2024,104
https://doi.org/10.1016/j.cej.2021.128800,2023,84
https://doi.org/10.1016/j.cej.2021.128800,2022,84
https://doi.org/10.1016/j.cej.2021.128800,2021,32
https://doi.org/10.1016/j.jtrangeo.2021.103099,2025,34
