doi,oa_author_id,oa_author_position,oa_author_is_corresponding,oa_author_raw_name
https://doi.org/10.3390/en14040888,https://openalex.org/A5009540666,last,True,Ka Wai Eric Cheng
https://doi.org/10.1016/j.lingua.2021.103120,https://openalex.org/A5031719240,first,True,Mohammad Momenian
https://doi.org/10.1016/j.lingua.2021.103120,https://openalex.org/A5084213570,middle,False,Narges Radman
https://doi.org/10.1016/j.lingua.2021.103120,https://openalex.org/A5055826122,middle,False,Hossein Rafipoor
https://doi.org/10.1016/j.lingua.2021.103120,https://openalex.org/A5048100377,middle,False,Mojtaba Barzegar
https://doi.org/10.1016/j.lingua.2021.103120,https://openalex.org/A5033194285,last,False,Brendan Weekes
https://doi.org/10.1016/j.ceramint.2021.05.085,https://openalex.org/A5100422429,first,False,Zhen Wang
https://doi.org/10.1016/j.ceramint.2021.05.085,https://openalex.org/A5081988279,middle,False,Wei Han
https://doi.org/10.1016/j.ceramint.2021.05.085,https://openalex.org/A5057237671,middle,False,Jiang Zhang
https://doi.org/10.1016/j.ceramint.2021.05.085,https://openalex.org/A5014134605,middle,False,Qinghua Fan
https://doi.org/10.1016/j.ceramint.2021.05.085,https://openalex.org/A5101422584,last,True,Yanming Zhao
https://doi.org/10.1007/s12221-021-1300-7,https://openalex.org/A5026913164,first,False,Yuk-mei Chui
https://doi.org/10.1007/s12221-021-1300-7,https://openalex.org/A5057168533,middle,False,Yu-chun Chuang
https://doi.org/10.1007/s12221-021-1300-7,https://openalex.org/A5054545272,last,False,Chi-wai Kan
https://doi.org/10.1111/ctr.14363,https://openalex.org/A5025288002,first,False,Panpan Xiao
https://doi.org/10.1111/ctr.14363,https://openalex.org/A5108047619,middle,False,Min Liu
https://doi.org/10.1111/ctr.14363,https://openalex.org/A5020872519,middle,False,Lina Cui
https://doi.org/10.1111/ctr.14363,https://openalex.org/A5101848524,middle,False,Siqing Ding
https://doi.org/10.1111/ctr.14363,https://openalex.org/A5013975435,middle,True,Jianfei Xie
https://doi.org/10.1111/ctr.14363,https://openalex.org/A5002562512,last,False,Andy SK Cheng
https://doi.org/10.1108/pm-11-2020-0081,https://openalex.org/A5030334391,first,False,Joseph Kwaku Kidido
https://doi.org/10.1108/pm-11-2020-0081,https://openalex.org/A5069799712,middle,False,Ibrahim Yahaya Wuni
https://doi.org/10.1108/pm-11-2020-0081,https://openalex.org/A5017566756,last,False,Edward Ansah
https://doi.org/10.1002/int.22460,https://openalex.org/A5100389843,first,False,Gong Chen
https://doi.org/10.1002/int.22460,https://openalex.org/A5066398531,middle,False,Zhejing Hu
https://doi.org/10.1002/int.22460,https://openalex.org/A5005086930,middle,False,Nianhong Guan
https://doi.org/10.1002/int.22460,https://openalex.org/A5100700838,last,True,Xiaoying Wang
https://doi.org/10.12989/sem.2021.78.3.305,https://openalex.org/A5101772480,first,False,Chao-Jun Chen
https://doi.org/10.12989/sem.2021.78.3.305,https://openalex.org/A5057009980,middle,False,Jun Teng
https://doi.org/10.12989/sem.2021.78.3.305,https://openalex.org/A5061571415,middle,False,Zuo-Hua Li
https://doi.org/10.12989/sem.2021.78.3.305,https://openalex.org/A5046689416,middle,False,Qing-Gui Wu
https://doi.org/10.12989/sem.2021.78.3.305,https://openalex.org/A5027017575,last,False,Bei-Chun Lin
https://doi.org/10.1186/s13041-021-00786-7,https://openalex.org/A5021478456,first,False,Boren Lin
https://doi.org/10.1186/s13041-021-00786-7,https://openalex.org/A5015585257,middle,False,Khaled Alganem
https://doi.org/10.1186/s13041-021-00786-7,https://openalex.org/A5020368622,middle,False,Sinead M. O’Donovan
https://doi.org/10.1186/s13041-021-00786-7,https://openalex.org/A5106725781,middle,False,Zhen Jin
https://doi.org/10.1186/s13041-021-00786-7,https://openalex.org/A5110763217,middle,False,FarzanehSadat Naghavi
https://doi.org/10.1186/s13041-021-00786-7,https://openalex.org/A5023441203,middle,False,Olivia A. Miller
https://doi.org/10.1186/s13041-021-00786-7,https://openalex.org/A5051337375,middle,False,Tyler C. Ortyl
https://doi.org/10.1186/s13041-021-00786-7,https://openalex.org/A5066848173,middle,False,Ye Chun Ruan
https://doi.org/10.1186/s13041-021-00786-7,https://openalex.org/A5048739282,middle,False,Robert E. McCullumsmith
https://doi.org/10.1186/s13041-021-00786-7,https://openalex.org/A5086448722,last,True,Jianyang Du
https://doi.org/10.3390/molecules26092560,https://openalex.org/A5100724269,first,False,Jiahua Li
https://doi.org/10.3390/molecules26092560,https://openalex.org/A5101071993,middle,False,Zeling Guo
https://doi.org/10.3390/molecules26092560,https://openalex.org/A5041540316,middle,False,Linli Xu
https://doi.org/10.3390/molecules26092560,https://openalex.org/A5006003842,last,True,Wai-Yeung Wong
https://doi.org/10.1163/15685322-10701001,https://openalex.org/A5043407778,first,True,Mark Meulenbeld
https://doi.org/10.1016/j.jairtraman.2021.102060,https://openalex.org/A5014917505,first,True,Achim I. Czerny
https://doi.org/10.1016/j.jairtraman.2021.102060,https://openalex.org/A5113944101,middle,False,Peter-J. Jost
https://doi.org/10.1016/j.jairtraman.2021.102060,https://openalex.org/A5012440733,middle,False,Hao Lang
https://doi.org/10.1016/j.jairtraman.2021.102060,https://openalex.org/A5043286184,last,False,Benny Mantin
https://doi.org/10.31083/jomh.2021.012,https://openalex.org/A5100331379,first,False,"Xiangyu    
						Liu"
https://doi.org/10.31083/jomh.2021.012,https://openalex.org/A5002562512,middle,False,"Andy    
						SK    
						Cheng"
https://doi.org/10.31083/jomh.2021.012,https://openalex.org/A5102859124,middle,False,"Yingchun    
						Zeng"
https://doi.org/10.31083/jomh.2021.012,https://openalex.org/A5012825741,middle,False,"Xinqing    
						Zhang"
https://doi.org/10.31083/jomh.2021.012,https://openalex.org/A5001223353,middle,False,"Xiaowei    
						Peng"
https://doi.org/10.31083/jomh.2021.012,https://openalex.org/A5024887243,middle,False,"Huiping    
						Hu"
https://doi.org/10.31083/jomh.2021.012,https://openalex.org/A5011852978,middle,False,"Hua    
						Li"
https://doi.org/10.31083/jomh.2021.012,https://openalex.org/A5103059019,last,False,"Michael    
						Feuerstein"
https://doi.org/10.1109/esci50559.2021.9396954,https://openalex.org/A5031586908,first,False,Md. Jahirul Alam
https://doi.org/10.1109/esci50559.2021.9396954,https://openalex.org/A5040484935,middle,False,Shoyeb Ahammad Rafi
https://doi.org/10.1109/esci50559.2021.9396954,https://openalex.org/A5004432357,middle,False,Ali Adnan Badhan
https://doi.org/10.1109/esci50559.2021.9396954,https://openalex.org/A5088682934,middle,False,Md. Najmul Islam
https://doi.org/10.1109/esci50559.2021.9396954,https://openalex.org/A5039630216,middle,False,Saiful Islam Shuvo
