doi,year,cited_by_count
https://doi.org/10.1021/acsnano.4c07907,2025,4
https://doi.org/10.1038/s41467-024-52108-9,2025,2
https://doi.org/10.1038/s41467-024-52108-9,2024,3
https://doi.org/10.1016/j.ijpe.2024.109388,2025,4
https://doi.org/10.1016/j.ijpe.2024.109388,2024,1
https://doi.org/10.1016/j.apenergy.2024.124323,2025,2
https://doi.org/10.1016/j.apenergy.2024.124323,2024,2
https://doi.org/10.1016/j.geoderma.2024.117011,2025,2
https://doi.org/10.1016/j.geoderma.2024.117011,2024,5
https://doi.org/10.1016/j.actamat.2024.120291,2025,4
https://doi.org/10.1016/j.actamat.2024.120291,2024,1
https://doi.org/10.1016/j.apenergy.2024.124273,2024,2
https://doi.org/10.1080/00038628.2024.2391518,2025,3
https://doi.org/10.1080/00038628.2024.2391518,2024,2
https://doi.org/10.1016/j.ress.2024.110429,2025,2
https://doi.org/10.1016/j.ress.2024.110429,2024,2
https://doi.org/10.1016/j.tws.2024.112346,2025,2
https://doi.org/10.1016/j.tws.2024.112346,2024,3
https://doi.org/10.1109/cvpr52733.2024.00244,2025,1
https://doi.org/10.1109/cvpr52733.2024.00244,2024,4
https://doi.org/10.1016/j.foodchem.2024.140817,2025,2
https://doi.org/10.1016/j.foodchem.2024.140817,2024,3
https://doi.org/10.1039/d4ta04571h,2025,2
https://doi.org/10.1039/d4ta04571h,2024,2
https://doi.org/10.1016/j.cemconres.2024.107641,2025,1
https://doi.org/10.1016/j.cemconres.2024.107641,2024,3
https://doi.org/10.1016/j.egyai.2024.100400,2025,4
https://doi.org/10.1016/j.egyai.2024.100400,2024,2
https://doi.org/10.1038/s41467-024-51002-8,2025,3
https://doi.org/10.1038/s41467-024-51002-8,2024,2
https://doi.org/10.1016/j.jmapro.2024.07.127,2025,1
https://doi.org/10.1016/j.jmapro.2024.07.127,2024,4
https://doi.org/10.1039/d4ee01257g,2025,2
https://doi.org/10.1039/d4ee01257g,2024,4
https://doi.org/10.1016/j.conbuildmat.2024.137690,2025,2
https://doi.org/10.1016/j.conbuildmat.2024.137690,2024,4
https://doi.org/10.4093/dmj.2023.0213,2025,3
https://doi.org/10.4093/dmj.2023.0213,2024,4
https://doi.org/10.1002/anie.202407151,2025,1
https://doi.org/10.1002/anie.202407151,2024,2
https://doi.org/10.1016/j.istruc.2024.107007,2025,4
https://doi.org/10.1016/j.istruc.2024.107007,2024,1
https://doi.org/10.1016/j.jhazmat.2024.135338,2025,2
https://doi.org/10.1016/j.jhazmat.2024.135338,2024,2
https://doi.org/10.1016/j.caeai.2024.100271,2025,3
https://doi.org/10.1016/j.caeai.2024.100271,2024,3
https://doi.org/10.3390/w16141988,2025,2
https://doi.org/10.3390/w16141988,2024,5
https://doi.org/10.1109/jas.2024.124635,2025,3
https://doi.org/10.1109/jas.2024.124635,2024,3
https://doi.org/10.1016/j.ophtha.2024.05.015,2025,2
https://doi.org/10.1016/j.ophtha.2024.05.015,2024,3
https://doi.org/10.1016/j.asoc.2024.111931,2025,1
https://doi.org/10.1016/j.asoc.2024.111931,2024,1
https://doi.org/10.1038/s41598-024-67922-w,2025,1
https://doi.org/10.1038/s41598-024-67922-w,2024,5
https://doi.org/10.1016/j.autcon.2024.105640,2025,2
https://doi.org/10.1016/j.autcon.2024.105640,2024,3
https://doi.org/10.1016/j.apacoust.2024.110171,2025,2
https://doi.org/10.1016/j.apacoust.2024.110171,2024,2
https://doi.org/10.1016/j.tifs.2024.104622,2025,3
https://doi.org/10.1016/j.tifs.2024.104622,2024,2
https://doi.org/10.1016/j.envres.2024.119622,2025,1
https://doi.org/10.1016/j.envres.2024.119622,2024,6
https://doi.org/10.3390/s24134288,2025,3
https://doi.org/10.3390/s24134288,2024,1
https://doi.org/10.1145/3657632,2025,1
https://doi.org/10.1145/3657632,2024,3
https://doi.org/10.1016/j.cja.2024.04.007,2025,2
https://doi.org/10.1016/j.cja.2024.04.007,2024,3
https://doi.org/10.1002/adfm.202407644,2025,5
https://doi.org/10.1002/adfm.202407644,2024,2
https://doi.org/10.1021/acs.est.4c02534,2025,4
https://doi.org/10.1002/aenm.202402202,2025,3
https://doi.org/10.1002/aenm.202402202,2024,3
https://doi.org/10.1016/j.aei.2024.102663,2025,2
https://doi.org/10.1016/j.aei.2024.102663,2024,4
https://doi.org/10.1016/j.enggeo.2024.107604,2025,3
https://doi.org/10.1016/j.enggeo.2024.107604,2024,2
https://doi.org/10.1016/j.cma.2024.117153,2025,4
https://doi.org/10.1016/j.cma.2024.117153,2024,3
https://doi.org/10.1126/sciadv.ado5460,2025,6
https://doi.org/10.1126/sciadv.ado5460,2024,2
https://doi.org/10.1016/j.compgeo.2024.106562,2025,4
https://doi.org/10.1016/j.compgeo.2024.106562,2024,2
https://doi.org/10.1016/j.cities.2024.105232,2025,3
https://doi.org/10.1016/j.cities.2024.105232,2024,1
https://doi.org/10.1021/acsmaterialslett.4c00749,2025,2
https://doi.org/10.1021/acsmaterialslett.4c00749,2024,2
https://doi.org/10.1088/2631-7990/ad5391,2025,2
https://doi.org/10.1088/2631-7990/ad5391,2024,2
https://doi.org/10.1007/978-3-031-61066-0_14,2025,1
https://doi.org/10.1007/978-3-031-61066-0_14,2024,4
https://doi.org/10.1016/j.jobe.2024.110015,2025,1
https://doi.org/10.1016/j.jobe.2024.110015,2024,3
https://doi.org/10.1016/j.scs.2024.105607,2025,2
