doi,oa_id,oa_doi,oa_title,oa_display_name,oa_publication_year,oa_publication_date,oa_language,oa_type,oa_cited_by_count,oa_fwci,oa_is_retracted,oa_updated_date,oa_created_date,oa_primary_location_is_oa,oa_primary_location_landing_page_url,oa_primary_location_source_id,oa_primary_location_source_name,oa_primary_location_source_issn_l,oa_primary_location_source_is_oa,oa_primary_location_source_is_indexed_in_scopus,oa_primary_location_source_host_org_name,oa_primary_location_source_host_org_lineage_names,oa_primary_location_source_type,oa_biblio_volume,oa_biblio_issue,oa_biblio_first_page,oa_biblio_last_page,oa_primary_topic_id,oa_primary_topic_name,oa_primary_topic_score,oa_primary_topic_subfield_name,oa_primary_topic_field_name,oa_primary_topic_domain_name,oa_cnp_value,oa_cnp_is_top_1_percent,oa_cnp_is_top_10_percent,oa_cbpy_min,oa_cbpy_max,oa_status
https://doi.org/10.1177/03611981231165020,https://openalex.org/W4366759666,https://doi.org/10.1177/03611981231165020,Analysis of Changes in Time Use and Activity Participation in Response to the COVID-19 Pandemic in the United States: Implications for Well-Being,Analysis of Changes in Time Use and Activity Participation in Response to the COVID-19 Pandemic in the United States: Implications for Well-Being,2023.0,22/4/2023,en,article,13.0,4.402,False,2025-04-16T11:27:22.464548,24/4/2023,False,https://doi.org/10.1177/03611981231165020,https://openalex.org/S145575934,Transportation Research Record Journal of the Transportation Research Board,0361-1981,False,True,SAGE Publishing,"[""SAGE Publishing""]",journal,,,3.61198E+13,3.61198E+13,https://openalex.org/T10298,Urban Transport and Accessibility,0.9993,Transportation,Social Sciences,Social Sciences,0.999758,True,True,96.0,97.0,Success
https://doi.org/10.1109/twc.2024.3480353,https://openalex.org/W4404056698,https://doi.org/10.1109/twc.2024.3480353,Target Detection and Positioning Aided by Reconfigurable Surfaces: Reflective or Holographic?,Target Detection and Positioning Aided by Reconfigurable Surfaces: Reflective or Holographic?,2024.0,1/1/2024,en,article,10.0,12.63,False,2025-04-20T07:20:52.168928,6/11/2024,False,https://doi.org/10.1109/twc.2024.3480353,https://openalex.org/S63459445,IEEE Transactions on Wireless Communications,1536-1276,False,True,Institute of Electrical and Electronics Engineers,"[""Institute of Electrical and Electronics Engineers""]",journal,,,1,1,https://openalex.org/T10191,Robotics and Sensor-Based Localization,0.6952,Aerospace Engineering,Engineering,Physical Sciences,0.774223,False,False,98.0,99.0,Success
https://doi.org/10.1109/cvpr52733.2024.00919,https://openalex.org/W4402716174,https://doi.org/10.1109/cvpr52733.2024.00919,MemSAM: Taming Segment Anything Model for Echocardiography Video Segmentation,MemSAM: Taming Segment Anything Model for Echocardiography Video Segmentation,2024.0,16/6/2024,en,article,6.0,6.026,False,2025-04-21T20:05:38.522814,22/9/2024,False,https://doi.org/10.1109/cvpr52733.2024.00919,https://openalex.org/S4363607701,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,False,False,,[],conference,34,,9622,9631,https://openalex.org/T10036,Advanced Neural Network Applications,0.9973,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,0.999963,True,True,97.0,98.0,Success
https://doi.org/10.1016/j.energy.2024.133187,https://openalex.org/W4402568098,https://doi.org/10.1016/j.energy.2024.133187,Accuracy and applicability of ship’s fuel consumption prediction models: A comprehensive comparative analysis,Accuracy and applicability of ship’s fuel consumption prediction models: A comprehensive comparative analysis,2024.0,1/9/2024,en,article,8.0,4.665,False,2025-04-20T07:41:57.523396,18/9/2024,False,https://doi.org/10.1016/j.energy.2024.133187,https://openalex.org/S2497375143,Energy,0360-5442,False,True,Elsevier BV,"[""Elsevier BV""]",journal,,,133187,133187,https://openalex.org/T12126,Maritime Transport Emissions and Efficiency,0.9999,Environmental Engineering,Environmental Science,Physical Sciences,0.999913,True,True,98.0,99.0,Success
https://doi.org/10.1016/j.cej.2024.155918,https://openalex.org/W4402611130,https://doi.org/10.1016/j.cej.2024.155918,Mechanistic insights into ultrafast degradation of electron-rich emerging pollutants by waste cyanobacteria resource utilization,Mechanistic insights into ultrafast degradation of electron-rich emerging pollutants by waste cyanobacteria resource utilization,2024.0,1/9/2024,en,article,13.0,3.25,False,2025-04-21T19:28:33.745296,19/9/2024,False,https://doi.org/10.1016/j.cej.2024.155918,https://openalex.org/S149937609,Chemical Engineering Journal,1385-8947,False,True,Elsevier BV,"[""Elsevier BV""]",journal,,,155918,155918,https://openalex.org/T10078,Advanced Photocatalysis Techniques,0.9979,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0.999939,True,True,98.0,99.0,Success
https://doi.org/10.1016/j.cej.2024.155772,https://openalex.org/W4402547131,https://doi.org/10.1016/j.cej.2024.155772,Insight into the mechanisms and in-plane reaction heterogeneity of the dynamic response of proton exchange membrane fuel cells,Insight into the mechanisms and in-plane reaction heterogeneity of the dynamic response of proton exchange membrane fuel cells,2024.0,1/9/2024,en,article,10.0,6.476,False,2025-04-22T19:21:51.185209,15/9/2024,False,https://doi.org/10.1016/j.cej.2024.155772,https://openalex.org/S149937609,Chemical Engineering Journal,1385-8947,False,True,Elsevier BV,"[""Elsevier BV""]",journal,,,155772,155772,https://openalex.org/T10409,Fuel Cells and Related Materials,1.0,Electrical and Electronic Engineering,Engineering,Physical Sciences,0.999987,True,True,98.0,99.0,Success
https://doi.org/10.1016/j.cemconcomp.2024.105762,https://openalex.org/W4402667862,https://doi.org/10.1016/j.cemconcomp.2024.105762,Nano-engineered the interfacial transition zone between recycled fine aggregates and paste with graphene oxide for sustainable cement composites,Nano-engineered the interfacial transition zone between recycled fine aggregates and paste with graphene oxide for sustainable cement composites,2024.0,16/9/2024,en,article,9.0,6.872,False,2025-04-22T16:19:17.245711,20/9/2024,False,https://doi.org/10.1016/j.cemconcomp.2024.105762,https://openalex.org/S123887920,Cement and Concrete Composites,0958-9465,False,True,Elsevier BV,"[""Elsevier BV""]",journal,154,,105762,105762,https://openalex.org/T11847,Recycled Aggregate Concrete Performance,0.9997,Building and Construction,Engineering,Physical Sciences,0.999933,True,True,98.0,99.0,Success
https://doi.org/10.1007/s41651-024-00195-z,https://openalex.org/W4402049234,https://doi.org/10.1007/s41651-024-00195-z,Assessment of Machine Learning Algorithms for Land Cover Classification in a Complex Mountainous Landscape,Assessment of Machine Learning Algorithms for Land Cover Classification in a Complex Mountainous Landscape,2024.0,30/8/2024,en,article,9.0,8.684,False,2025-04-23T22:05:12.460472,31/8/2024,True,https://doi.org/10.1007/s41651-024-00195-z,https://openalex.org/S4210196386,Journal of Geovisualization and Spatial Analysis,2509-8829,False,True,Springer Science+Business Media,"[""Springer Nature"", ""Springer Science+Business Media""]",journal,8,2,,,https://openalex.org/T10111,Remote Sensing in Agriculture,0.9978,Ecology,Environmental Science,Physical Sciences,0.99995,True,True,98.0,99.0,Success
https://doi.org/10.1002/adfm.202409518,https://openalex.org/W4402047833,https://doi.org/10.1002/adfm.202409518,Recent Advances in Cathode Materials with Core–Shell Structures and Concentration Gradients for Advanced Sodium‐Ion Batteries,Recent Advances in Cathode Materials with Core–Shell Structures and Concentration Gradients for Advanced Sodium‐Ion Batteries,2024.0,30/8/2024,en,article,11.0,6.476,False,2025-04-23T22:05:10.360846,31/8/2024,False,https://doi.org/10.1002/adfm.202409518,https://openalex.org/S135204980,Advanced Functional Materials,1616-301X,False,False,Wiley,"[""Wiley""]",journal,,,,,https://openalex.org/T10018,Advancements in Battery Materials,1.0,Electrical and Electronic Engineering,Engineering,Physical Sciences,0.999987,True,True,98.0,99.0,Success
https://doi.org/10.1016/j.jobe.2024.110450,https://openalex.org/W4401535394,https://doi.org/10.1016/j.jobe.2024.110450,"Ground Granulated Blast Furnace Slag-modified Magnesium Phosphate Cement Used as Grouting Material: Workability, Mechanical Property and Corrosion Resistance Optimization","Ground Granulated Blast Furnace Slag-modified Magnesium Phosphate Cement Used as Grouting Material: Workability, Mechanical Property and Corrosion Resistance Optimization",2024.0,13/8/2024,en,article,10.0,4.413,False,2025-04-18T10:20:29.551390,14/8/2024,False,https://doi.org/10.1016/j.jobe.2024.110450,https://openalex.org/S2764478331,Journal of Building Engineering,2352-7102,False,True,Elsevier BV,"[""Elsevier BV""]",journal,96,,110450,110450,https://openalex.org/T13039,Magnesium Oxide Properties and Applications,0.9999,Materials Chemistry,Materials Science,Physical Sciences,0.999974,True,True,98.0,99.0,Success
