doi,oa_author_id,oa_institution_id,oa_raw_affiliation_string
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5062014903,https://openalex.org/I168719708,"Department of Chemistry, City University of Hong Kong, Kowloon, Hong Kong, China"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5100406494,https://openalex.org/I168719708,"Department of Chemistry, City University of Hong Kong, Kowloon, Hong Kong, China"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5100427765,https://openalex.org/I168719708,"Department of Chemistry, City University of Hong Kong, Kowloon, Hong Kong, China"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5087372394,https://openalex.org/I168719708,"Department of Chemistry, City University of Hong Kong, Kowloon, Hong Kong, China"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5100610600,https://openalex.org/I168719708,"Department of Chemistry, City University of Hong Kong, Kowloon, Hong Kong, China, Hong Kong Branch of National Precious Metals Material Engineering Research Center (NPMM), City University of Hong Kong, Kowloon, Hong Kong, China"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5085300962,https://openalex.org/I168719708,"Department of Chemistry, City University of Hong Kong, Kowloon, Hong Kong, China"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5025709244,https://openalex.org/I168719708,"Department of Chemistry, City University of Hong Kong, Kowloon, Hong Kong, China, Hong Kong Branch of National Precious Metals Material Engineering Research Center (NPMM), City University of Hong Kong, Kowloon, Hong Kong, China"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5087588830,https://openalex.org/I168719708,"Hong Kong Branch of National Precious Metals Material Engineering Research Center (NPMM), City University of Hong Kong, Kowloon, Hong Kong, China"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5055096182,https://openalex.org/I168719708,"Department of Chemistry, City University of Hong Kong, Kowloon, Hong Kong, China"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5022391449,https://openalex.org/I4210092888,"State Key Laboratory of Electroanalytical Chemistry, Changchun Institute of Applied Chemistry, Chinese Academy of Sciences, Changchun, China"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5022391449,https://openalex.org/I19820366,"State Key Laboratory of Electroanalytical Chemistry, Changchun Institute of Applied Chemistry, Chinese Academy of Sciences, Changchun, China"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5082001058,https://openalex.org/I14243506,"Department of Applied Biology and Chemical Technology, The Hong Kong Polytechnic University, Kowloon, Hong Kong, China"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5100462720,https://openalex.org/I71920554,"Advanced Membranes and Porous Materials Center, Physical Sciences and Engineering Division, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5010844416,https://openalex.org/I158842170,"Multi-scale Porous Materials Center, Institute of Advanced Interdisciplinary Studies, & School of Chemistry and Chemical Engineering, Chongqing University, Chongqing, China"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5031292832,https://openalex.org/I115228651,"Institute of Sustainability for Chemicals, Energy and Environment (ISCE2), Agency for Science, Technology and Research (A*STAR), 1 Pesek Road, Jurong Island, Singapore, Republic of Singapore"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5008943595,https://openalex.org/I184983240,"Key Laboratory of Polyoxometalate and Reticular Material Chemistry of Ministry of Education, Faculty of Chemistry, Northeast Normal University, Changchun, China"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5022350148,https://openalex.org/I14243506,"Department of Applied Biology and Chemical Technology, The Hong Kong Polytechnic University, Kowloon, Hong Kong, China"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5056437825,https://openalex.org/I4210165038,"University of Chinese Academy of Sciences, Beijing, China"
https://doi.org/10.1038/s41467-024-55775-w,https://openalex.org/A5065739319,https://openalex.org/I168719708,"City University of Hong Kong Shenzhen Research Institute, Shenzhen, China, Hong Kong Institute for Clean Energy, City University of Hong Kong, Kowloon, Hong Kong, China"
