doi,oa_author_id,oa_author_position,oa_author_is_corresponding,oa_author_raw_name
https://doi.org/10.1016/j.solmat.2020.110437,https://openalex.org/A5018526489,middle,False,Yanwen Li
https://doi.org/10.1016/j.solmat.2020.110437,https://openalex.org/A5101441770,middle,False,Xiao Xue
https://doi.org/10.1016/j.solmat.2020.110437,https://openalex.org/A5100731425,middle,False,Zhuo Yang
https://doi.org/10.1016/j.solmat.2020.110437,https://openalex.org/A5039895393,middle,False,Jie Qin
https://doi.org/10.1016/j.solmat.2020.110437,https://openalex.org/A5100949256,middle,False,Ya Feng
https://doi.org/10.1016/j.solmat.2020.110437,https://openalex.org/A5100428737,middle,True,Weidong Zhang
https://doi.org/10.1016/j.solmat.2020.110437,https://openalex.org/A5035336292,last,True,Lijin Xu
https://doi.org/10.1016/j.solmat.2020.110431,https://openalex.org/A5018526489,first,False,Yanwen Li
https://doi.org/10.1016/j.solmat.2020.110431,https://openalex.org/A5101441770,middle,False,Xiao Xue
https://doi.org/10.1016/j.solmat.2020.110431,https://openalex.org/A5100731425,middle,False,Zhuo Yang
https://doi.org/10.1016/j.solmat.2020.110431,https://openalex.org/A5079281838,middle,False,Zhongyu He
https://doi.org/10.1016/j.solmat.2020.110431,https://openalex.org/A5039895393,middle,False,Jie Qin
https://doi.org/10.1016/j.solmat.2020.110431,https://openalex.org/A5103229047,middle,False,Jian Qu
https://doi.org/10.1016/j.solmat.2020.110431,https://openalex.org/A5100428761,middle,False,Weidong Zhang
https://doi.org/10.1016/j.solmat.2020.110431,https://openalex.org/A5035336292,last,False,Lijin Xu
https://doi.org/10.1016/j.applthermaleng.2020.115093,https://openalex.org/A5100357830,first,False,Zi-Yang Zhang
https://doi.org/10.1016/j.applthermaleng.2020.115093,https://openalex.org/A5006158992,middle,True,Chun-Lu Zhang
https://doi.org/10.1016/j.applthermaleng.2020.115093,https://openalex.org/A5053690968,last,False,Fu Xiao
https://doi.org/10.1007/s43036-019-00009-w,https://openalex.org/A5110662537,first,True,Pan-Shun Lau
https://doi.org/10.1007/s43036-019-00009-w,https://openalex.org/A5111694927,middle,False,Chi-Kwong Li
https://doi.org/10.1007/s43036-019-00009-w,https://openalex.org/A5009190519,middle,False,Yiu-Tung Poon
https://doi.org/10.1007/s43036-019-00009-w,https://openalex.org/A5039570844,last,False,Nung-Sing Sze
https://doi.org/10.18848/2327-798x/cgp/v20i01/1-16,https://openalex.org/A5064693324,first,False,Pui Yuen Lee
https://doi.org/10.18848/2327-798x/cgp/v20i01/1-16,https://openalex.org/A5073151055,last,False,Kung Wong Lau
https://doi.org/10.1016/j.geog.2019.09.003,https://openalex.org/A5026722470,first,True,Robert Tenzer
https://doi.org/10.1007/978-3-030-38189-9_14,https://openalex.org/A5102853674,first,True,Qingqing Zhao
https://doi.org/10.1007/978-3-030-38189-9_14,https://openalex.org/A5001981431,middle,False,Yunfei Long
https://doi.org/10.1007/978-3-030-38189-9_14,https://openalex.org/A5024924150,last,False,Chu-Ren Huang
https://doi.org/10.1016/j.tre.2020.101854,https://openalex.org/A5056528067,first,False,Yacan Wang
https://doi.org/10.1016/j.tre.2020.101854,https://openalex.org/A5088955310,middle,True,Zhigang Cao
https://doi.org/10.1016/j.tre.2020.101854,https://openalex.org/A5014917505,last,False,Achim I. Czerny
https://doi.org/10.1038/s41598-019-55966-2,https://openalex.org/A5053887353,first,True,Karl David Neergaard
https://doi.org/10.1038/s41598-019-55966-2,https://openalex.org/A5101462294,middle,False,Jin Luo
https://doi.org/10.1038/s41598-019-55966-2,https://openalex.org/A5024924150,last,False,Chu-Ren Huang
https://doi.org/10.1016/j.tourman.2020.104077,https://openalex.org/A5064327074,first,True,Cathy H.C. Hsu
https://doi.org/10.1016/j.lingua.2019.102793,https://openalex.org/A5101722320,first,True,Jiajuan Xiong
https://doi.org/10.1016/j.lingua.2019.102793,https://openalex.org/A5024924150,last,False,Chu-Ren Huang
https://doi.org/10.1007/s10915-019-01112-z,https://openalex.org/A5073717923,first,False,Wei Liu
https://doi.org/10.1007/s10915-019-01112-z,https://openalex.org/A5035844032,middle,True,Jintao Cui
https://doi.org/10.1007/s10915-019-01112-z,https://openalex.org/A5100374910,last,False,Zhifeng Wang
https://doi.org/10.1016/j.physleta.2019.126206,https://openalex.org/A5110467461,first,False,Zizheng Guo
https://doi.org/10.1016/j.physleta.2019.126206,https://openalex.org/A5100651687,middle,False,Kai Wu
https://doi.org/10.1016/j.physleta.2019.126206,https://openalex.org/A5053449041,middle,True,Haihui Ruan
https://doi.org/10.1016/j.physleta.2019.126206,https://openalex.org/A5090563848,last,True,Linli Zhu
https://doi.org/10.1007/978-3-030-32942-6_6,https://openalex.org/A5077093242,first,False,Deze Zeng
https://doi.org/10.1007/978-3-030-32942-6_6,https://openalex.org/A5073146599,middle,False,Lin Gu
https://doi.org/10.1007/978-3-030-32942-6_6,https://openalex.org/A5086911783,middle,False,Shengli Pan
https://doi.org/10.1007/978-3-030-32942-6_6,https://openalex.org/A5043464306,last,False,Song Guo
https://doi.org/10.1007/978-3-030-32942-6_1,https://openalex.org/A5077093242,first,False,Deze Zeng
https://doi.org/10.1007/978-3-030-32942-6_1,https://openalex.org/A5073146599,middle,False,Lin Gu
https://doi.org/10.1007/978-3-030-32942-6_1,https://openalex.org/A5086911783,middle,False,Shengli Pan
https://doi.org/10.1007/978-3-030-32942-6_1,https://openalex.org/A5005928365,last,False,Song Guo
https://doi.org/10.1016/j.scitotenv.2019.135812,https://openalex.org/A5048127370,first,True,Filip M.G. Tack
https://doi.org/10.1016/j.scitotenv.2019.135812,https://openalex.org/A5052236468,middle,False,Shiming Ding
https://doi.org/10.1016/j.scitotenv.2019.135812,https://openalex.org/A5076771261,last,False,Daniel C.W. Tsang
https://doi.org/10.1016/j.patrec.2019.10.021,https://openalex.org/A5049346193,first,False,Xianxian Zeng
https://doi.org/10.1016/j.patrec.2019.10.021,https://openalex.org/A5100382678,middle,False,Xiaodong Wang
https://doi.org/10.1016/j.patrec.2019.10.021,https://openalex.org/A5033425016,middle,False,Kairui Chen
https://doi.org/10.1016/j.patrec.2019.10.021,https://openalex.org/A5100659911,middle,True,Dong Li
https://doi.org/10.1016/j.patrec.2019.10.021,https://openalex.org/A5100356824,middle,False,Yun Zhang
https://doi.org/10.1016/j.patrec.2019.10.021,https://openalex.org/A5019678322,last,False,Kin-Man Lam
https://doi.org/10.1080/13032917.2019.1695481,https://openalex.org/A5102734070,first,True,Di (Steve) Xu
https://doi.org/10.1080/13032917.2019.1695481,https://openalex.org/A5015874458,last,False,Honggen Xiao
https://doi.org/10.1007/s11760-019-01598-y,https://openalex.org/A5064991839,first,True,Yu Zheng
https://doi.org/10.1007/s11760-019-01598-y,https://openalex.org/A5016757351,middle,False,Zhuxian Zhang
https://doi.org/10.1007/s11760-019-01598-y,https://openalex.org/A5060589942,middle,False,Lu Feng
https://doi.org/10.1007/s11760-019-01598-y,https://openalex.org/A5110670122,middle,False,Caixia Huang
https://doi.org/10.1007/s11760-019-01598-y,https://openalex.org/A5082659163,middle,False,Peidong Zhu
https://doi.org/10.1007/s11760-019-01598-y,https://openalex.org/A5083862838,last,False,Peng Wu
https://doi.org/10.1016/j.nedt.2019.104266,https://openalex.org/A5101958456,first,True,Winsome Lam
https://doi.org/10.1016/j.nedt.2019.104266,https://openalex.org/A5078035302,middle,False,Fiona Y. Wong
https://doi.org/10.1016/j.nedt.2019.104266,https://openalex.org/A5067667427,last,False,E. Angela Chan
https://doi.org/10.1007/978-3-030-31756-0_8,https://openalex.org/A5045163085,first,False,Yalong Jiang
https://doi.org/10.1007/978-3-030-31756-0_8,https://openalex.org/A5050364086,last,False,Zheru Chi
https://doi.org/10.1080/15299732.2019.1678215,https://openalex.org/A5080712947,first,True,Hong Wang Fung
https://doi.org/10.1016/j.automatica.2019.108668,https://openalex.org/A5100324047,first,True,Kai Zhang
https://doi.org/10.1016/j.automatica.2019.108668,https://openalex.org/A5024523994,middle,False,Xiaoqi Yang
https://doi.org/10.1016/j.automatica.2019.108668,https://openalex.org/A5101868817,last,False,Yaohua Hu
https://doi.org/10.1016/j.solmat.2019.110205,https://openalex.org/A5018526489,first,False,Yanwen Li
https://doi.org/10.1016/j.solmat.2019.110205,https://openalex.org/A5101441770,middle,False,Xiao Xue
https://doi.org/10.1016/j.solmat.2019.110205,https://openalex.org/A5100731422,middle,False,Zhuo Yang
https://doi.org/10.1016/j.solmat.2019.110205,https://openalex.org/A5079281838,middle,False,Zhongyu He
https://doi.org/10.1016/j.solmat.2019.110205,https://openalex.org/A5039895393,middle,False,Jie Qin
https://doi.org/10.1016/j.solmat.2019.110205,https://openalex.org/A5103229047,middle,False,Jian Qu
https://doi.org/10.1016/j.solmat.2019.110205,https://openalex.org/A5100428754,middle,True,Weidong Zhang
https://doi.org/10.1016/j.solmat.2019.110205,https://openalex.org/A5035336292,last,True,Lijin Xu
https://doi.org/10.1007/978-3-030-27928-8_47,https://openalex.org/A5015391242,first,True,Kin Wai Michael Siu
https://doi.org/10.1007/978-3-030-27928-8_47,https://openalex.org/A5087887087,middle,False,Chi Hang Lo
https://doi.org/10.1007/978-3-030-27928-8_47,https://openalex.org/A5038805510,last,False,Yi Lin Wong
https://doi.org/10.1007/978-3-030-27928-8_149,https://openalex.org/A5100414878,first,False,Jiaxin Zhang
https://doi.org/10.1007/978-3-030-27928-8_149,https://openalex.org/A5083045543,last,False,Yan Luximon
https://doi.org/10.1007/978-981-13-8574-2_5,https://openalex.org/A5001811543,first,False,Jinlian Hu
https://doi.org/10.1007/978-981-13-8574-2_5,https://openalex.org/A5100841815,last,False,Shanshan Zhu
https://doi.org/10.1007/978-3-030-20470-9_10,https://openalex.org/A5015391242,first,False,Kin Wai Michael Siu
https://doi.org/10.1007/978-3-030-20470-9_10,https://openalex.org/A5038805510,middle,False,Yi Lin Wong
https://doi.org/10.1007/978-3-030-20470-9_10,https://openalex.org/A5011989292,last,False,Mei Seung Lam
https://doi.org/10.1007/978-3-030-20444-0_53,https://openalex.org/A5109430686,first,True,Qilong Feng
https://doi.org/10.1007/978-3-030-20142-5_43,https://openalex.org/A5061292520,first,False,Cathy Sin-Wei Chow
https://doi.org/10.1007/978-3-030-20142-5_43,https://openalex.org/A5021088987,last,True,Faming Wang
https://doi.org/10.1080/17516234.2018.1503940,https://openalex.org/A5038398007,first,True,Alex W. S. Chan
https://doi.org/10.1007/s12144-018-9942-3,https://openalex.org/A5049083617,first,False,Rebecca P. Ang
https://doi.org/10.1007/s12144-018-9942-3,https://openalex.org/A5037183117,middle,False,Xiang Li
https://doi.org/10.1007/s12144-018-9942-3,https://openalex.org/A5053136155,last,False,Vivien S. Huan
