doi,oa_author_id,oa_country_code
https://doi.org/10.1111/ijag.16596,https://openalex.org/A5112916530,CN
https://doi.org/10.1111/ijag.16596,https://openalex.org/A5101398471,CN
https://doi.org/10.1111/ijag.16596,https://openalex.org/A5100440646,CN
https://doi.org/10.1111/ijag.16596,https://openalex.org/A5072650208,HK
https://doi.org/10.1111/ijag.16596,https://openalex.org/A5100398785,CN
https://doi.org/10.1007/s11071-022-07608-y,https://openalex.org/A5038896867,CN
https://doi.org/10.1007/s11071-022-07608-y,https://openalex.org/A5046523835,HK
https://doi.org/10.1007/s40843-022-2064-8,https://openalex.org/A5100662464,HK
https://doi.org/10.1007/s40843-022-2064-8,https://openalex.org/A5100662464,CN
https://doi.org/10.1007/s40843-022-2064-8,https://openalex.org/A5017871136,HK
https://doi.org/10.1007/s40843-022-2064-8,https://openalex.org/A5100390494,HK
https://doi.org/10.1007/s40843-022-2064-8,https://openalex.org/A5058193995,HK
https://doi.org/10.1007/s40843-022-2064-8,https://openalex.org/A5060973902,HK
https://doi.org/10.1007/s40843-022-2064-8,https://openalex.org/A5100376825,HK
https://doi.org/10.1007/s40843-022-2064-8,https://openalex.org/A5088328586,CN
https://doi.org/10.1007/s40843-022-2064-8,https://openalex.org/A5087298250,HK
https://doi.org/10.1007/s40843-022-2064-8,https://openalex.org/A5011166102,HK
https://doi.org/10.1007/s40843-022-2064-8,https://openalex.org/A5011166102,CN
https://doi.org/10.1016/j.engstruct.2022.114550,https://openalex.org/A5101584473,CN
https://doi.org/10.1016/j.engstruct.2022.114550,https://openalex.org/A5100334641,HK
https://doi.org/10.1016/j.engstruct.2022.114550,https://openalex.org/A5100781718,HK
https://doi.org/10.1016/j.engstruct.2022.114550,https://openalex.org/A5061610553,HK
https://doi.org/10.1016/j.optlaseng.2022.107133,https://openalex.org/A5047928263,HK
https://doi.org/10.1016/j.optlaseng.2022.107133,https://openalex.org/A5025300323,HK
https://doi.org/10.1016/j.optlaseng.2022.107133,https://openalex.org/A5002186339,HK
https://doi.org/10.1016/j.optlaseng.2022.107133,https://openalex.org/A5060155789,HK
https://doi.org/10.1016/j.optlaseng.2022.107133,https://openalex.org/A5085836910,HK
https://doi.org/10.1109/globecom48099.2022.10001615,https://openalex.org/A5108029560,HK
https://doi.org/10.1109/globecom48099.2022.10001615,https://openalex.org/A5004292048,HK
https://doi.org/10.1109/globecom48099.2022.10001615,https://openalex.org/A5005000898,HK
https://doi.org/10.1109/globecom48099.2022.10001615,https://openalex.org/A5079339840,HK
https://doi.org/10.1137/20m1340769,https://openalex.org/A5101461566,CN
https://doi.org/10.1137/20m1340769,https://openalex.org/A5040645589,FR
https://doi.org/10.1137/20m1340769,https://openalex.org/A5075552347,HK
https://doi.org/10.1007/s42768-022-00097-0,https://openalex.org/A5007986052,CN
https://doi.org/10.1007/s42768-022-00097-0,https://openalex.org/A5067270302,CN
https://doi.org/10.1007/s42768-022-00097-0,https://openalex.org/A5100421893,HK
https://doi.org/10.1007/s42768-022-00097-0,https://openalex.org/A5065701924,CN
https://doi.org/10.1007/s42768-022-00097-0,https://openalex.org/A5080970906,HK
https://doi.org/10.1016/j.compgeo.2022.104856,https://openalex.org/A5054661043,CN
https://doi.org/10.1016/j.compgeo.2022.104856,https://openalex.org/A5010250805,CN
https://doi.org/10.1016/j.compgeo.2022.104856,https://openalex.org/A5004593636,CN
https://doi.org/10.1016/j.compgeo.2022.104856,https://openalex.org/A5041310778,HK
https://doi.org/10.1016/j.compgeo.2022.104856,https://openalex.org/A5101920474,CN
https://doi.org/10.1007/s13755-022-00177-9,https://openalex.org/A5000444873,CN
https://doi.org/10.1007/s13755-022-00177-9,https://openalex.org/A5080652607,CN
https://doi.org/10.1007/s13755-022-00177-9,https://openalex.org/A5083045543,HK
https://doi.org/10.1016/j.martra.2022.100056,https://openalex.org/A5058613215,HK
https://doi.org/10.3390/jmse10060781,https://openalex.org/A5102775366,CN
https://doi.org/10.3390/jmse10060781,https://openalex.org/A5015293878,HK
https://doi.org/10.3390/jmse10060781,https://openalex.org/A5069412870,HK
https://doi.org/10.3390/jmse10060781,https://openalex.org/A5101948009,HK
https://doi.org/10.3390/jmse10060781,https://openalex.org/A5101948009,CN
https://doi.org/10.3389/fpsyg.2022.903227,https://openalex.org/A5018272573,HK
https://doi.org/10.3389/fpsyg.2022.903227,https://openalex.org/A5104000012,HK
https://doi.org/10.3934/mbe.2022355,https://openalex.org/A5091595646,HK
https://doi.org/10.3934/mbe.2022355,https://openalex.org/A5064501337,HK
https://doi.org/10.1108/ijchm-12-2021-1465,https://openalex.org/A5087160651,HK
https://doi.org/10.1108/ijchm-12-2021-1465,https://openalex.org/A5087160651,CN
https://doi.org/10.1108/ijchm-12-2021-1465,https://openalex.org/A5025611716,HK
https://doi.org/10.1108/ijchm-12-2021-1465,https://openalex.org/A5054971666,CN
https://doi.org/10.1108/ijchm-12-2021-1465,https://openalex.org/A5101113250,CN
https://doi.org/10.1108/imds-12-2021-0732,https://openalex.org/A5052057061,US
https://doi.org/10.1108/imds-12-2021-0732,https://openalex.org/A5005365267,AU
https://doi.org/10.1108/imds-12-2021-0732,https://openalex.org/A5012536625,US
https://doi.org/10.1108/imds-12-2021-0732,https://openalex.org/A5032676950,HK
https://doi.org/10.1016/j.polymer.2022.125000,https://openalex.org/A5081599480,HK
https://doi.org/10.1016/j.polymer.2022.125000,https://openalex.org/A5081599480,CN
https://doi.org/10.1016/j.polymer.2022.125000,https://openalex.org/A5045496001,HK
https://doi.org/10.1016/j.polymer.2022.125000,https://openalex.org/A5045496001,CN
https://doi.org/10.1016/j.polymer.2022.125000,https://openalex.org/A5086919243,HK
https://doi.org/10.1016/j.polymer.2022.125000,https://openalex.org/A5086919243,CN
https://doi.org/10.1016/j.polymer.2022.125000,https://openalex.org/A5006003842,HK
https://doi.org/10.1016/j.polymer.2022.125000,https://openalex.org/A5006003842,CN
https://doi.org/10.3233/jad-220003,https://openalex.org/A5000158473,HK
https://doi.org/10.3233/jad-220003,https://openalex.org/A5070070944,HK
https://doi.org/10.3233/jad-220003,https://openalex.org/A5011357791,HK
https://doi.org/10.3233/jad-220003,https://openalex.org/A5027071208,HK
https://doi.org/10.3233/jad-220003,https://openalex.org/A5025861664,HK
https://doi.org/10.3233/jad-220003,https://openalex.org/A5037381227,CN
https://doi.org/10.3233/jad-220003,https://openalex.org/A5058176283,HK
https://doi.org/10.3389/fmicb.2022.801587,https://openalex.org/A5068693094,HK
https://doi.org/10.3389/fmicb.2022.801587,https://openalex.org/A5080612096,HK
https://doi.org/10.3389/fmicb.2022.801587,https://openalex.org/A5022318146,CN
https://doi.org/10.3389/fmicb.2022.801587,https://openalex.org/A5100361663,HK
https://doi.org/10.3389/fmicb.2022.801587,https://openalex.org/A5003632285,HK
https://doi.org/10.3389/fmicb.2022.801587,https://openalex.org/A5038103734,HK
https://doi.org/10.3389/fmicb.2022.801587,https://openalex.org/A5014344571,HK
https://doi.org/10.3389/fmicb.2022.801587,https://openalex.org/A5100720110,HK
https://doi.org/10.3389/fmicb.2022.801587,https://openalex.org/A5100720110,CN
https://doi.org/10.3390/bioengineering9060234,https://openalex.org/A5100745882,CN
https://doi.org/10.3390/bioengineering9060234,https://openalex.org/A5102879402,CN
https://doi.org/10.3390/bioengineering9060234,https://openalex.org/A5100610891,CN
https://doi.org/10.3390/bioengineering9060234,https://openalex.org/A5100549505,CN
https://doi.org/10.3390/bioengineering9060234,https://openalex.org/A5011751425,HK
https://doi.org/10.1515/cmam-2022-0057,https://openalex.org/A5013442339,CN
https://doi.org/10.1515/cmam-2022-0057,https://openalex.org/A5039197834,HK
https://doi.org/10.1515/cmam-2022-0057,https://openalex.org/A5011712654,HK
https://doi.org/10.1016/j.mri.2022.05.015,https://openalex.org/A5064264675,HK
https://doi.org/10.1016/j.mri.2022.05.015,https://openalex.org/A5023557090,HK
https://doi.org/10.1016/j.mri.2022.05.015,https://openalex.org/A5100631725,HK
https://doi.org/10.1016/j.mri.2022.05.015,https://openalex.org/A5100345585,HK
https://doi.org/10.1016/j.mri.2022.05.015,https://openalex.org/A5005410701,HK
https://doi.org/10.1016/j.mri.2022.05.015,https://openalex.org/A5052884545,HK
https://doi.org/10.1063/5.0096004,https://openalex.org/A5015663838,HK
https://doi.org/10.1063/5.0096004,https://openalex.org/A5025230538,HK
https://doi.org/10.1063/5.0096004,https://openalex.org/A5036078394,US
https://doi.org/10.1016/j.lingua.2022.103355,https://openalex.org/A5048926994,HK
https://doi.org/10.1016/j.istruc.2022.05.043,https://openalex.org/A5039287349,HK
https://doi.org/10.1016/j.istruc.2022.05.043,https://openalex.org/A5044505398,HK
https://doi.org/10.1016/j.istruc.2022.05.043,https://openalex.org/A5015475408,GB
https://doi.org/10.1016/j.istruc.2022.05.043,https://openalex.org/A5034098025,HK
https://doi.org/10.1007/s10661-022-10077-w,https://openalex.org/A5100337590,CN
https://doi.org/10.1007/s10661-022-10077-w,https://openalex.org/A5029074198,CN
https://doi.org/10.1007/s10661-022-10077-w,https://openalex.org/A5031659298,MY
https://doi.org/10.1007/s10661-022-10077-w,https://openalex.org/A5023748499,CN
https://doi.org/10.1007/s10661-022-10077-w,https://openalex.org/A5100338802,HK
https://doi.org/10.1016/j.ijhm.2022.103247,https://openalex.org/A5061920945,US
https://doi.org/10.1016/j.ijhm.2022.103247,https://openalex.org/A5010312858,CN
https://doi.org/10.1016/j.ijhm.2022.103247,https://openalex.org/A5029343434,HK
https://doi.org/10.1016/j.ijhm.2022.103247,https://openalex.org/A5075479841,HK
https://doi.org/10.1016/j.ress.2022.108616,https://openalex.org/A5100391684,CN
https://doi.org/10.1016/j.ress.2022.108616,https://openalex.org/A5101935972,CN
https://doi.org/10.1016/j.ress.2022.108616,https://openalex.org/A5076271147,HK
https://doi.org/10.1016/j.ress.2022.108616,https://openalex.org/A5100364788,CN
https://doi.org/10.1016/j.jrmge.2022.02.007,https://openalex.org/A5014424321,HK
https://doi.org/10.1016/j.jrmge.2022.02.007,https://openalex.org/A5014424321,CN
https://doi.org/10.1016/j.jrmge.2022.02.007,https://openalex.org/A5100738479,CN
https://doi.org/10.1016/j.jrmge.2022.02.007,https://openalex.org/A5102445476,HK
https://doi.org/10.1038/s41598-022-12559-w,https://openalex.org/A5070500289,HK
https://doi.org/10.1016/j.bioorg.2022.105863,https://openalex.org/A5047811022,HK
https://doi.org/10.1016/j.bioorg.2022.105863,https://openalex.org/A5030369016,HK
https://doi.org/10.1016/j.bioorg.2022.105863,https://openalex.org/A5015519421,HK
https://doi.org/10.1016/j.bioorg.2022.105863,https://openalex.org/A5060827208,HK
https://doi.org/10.1016/j.bioorg.2022.105863,https://openalex.org/A5081915246,HK
https://doi.org/10.1016/j.bioorg.2022.105863,https://openalex.org/A5054005778,HK
https://doi.org/10.1016/j.bioorg.2022.105863,https://openalex.org/A5013588437,HK
https://doi.org/10.1016/j.bioorg.2022.105863,https://openalex.org/A5016735101,HK
https://doi.org/10.1016/j.bioorg.2022.105863,https://openalex.org/A5018259050,HK
https://doi.org/10.1186/s12888-022-03974-4,https://openalex.org/A5113774673,CN
https://doi.org/10.1186/s12888-022-03974-4,https://openalex.org/A5064591399,FI
https://doi.org/10.1186/s12888-022-03974-4,https://openalex.org/A5001415908,HK
https://doi.org/10.1186/s12888-022-03974-4,https://openalex.org/A5088416718,HK
https://doi.org/10.1186/s12888-022-03974-4,https://openalex.org/A5089381494,HK
https://doi.org/10.1186/s12888-022-03974-4,https://openalex.org/A5001927239,HK
https://doi.org/10.1186/s12888-022-03974-4,https://openalex.org/A5109587111,HK
https://doi.org/10.1186/s12888-022-03974-4,https://openalex.org/A5020536291,AU
https://doi.org/10.1177/14713012221093879,https://openalex.org/A5100734031,HK
https://doi.org/10.1177/14713012221093879,https://openalex.org/A5100734031,CN
https://doi.org/10.1177/14713012221093879,https://openalex.org/A5072088957,HK
https://doi.org/10.1177/14713012221093879,https://openalex.org/A5065213427,HK
https://doi.org/10.1177/14713012221093879,https://openalex.org/A5007620059,HK
https://doi.org/10.1177/14713012221093879,https://openalex.org/A5101892271,HK
https://doi.org/10.1177/14713012221093879,https://openalex.org/A5061713433,CN
https://doi.org/10.5572/ajae.2021.147,https://openalex.org/A5088021145,KR
https://doi.org/10.5572/ajae.2021.147,https://openalex.org/A5033427661,HK
https://doi.org/10.5572/ajae.2021.147,https://openalex.org/A5028301167,HK
https://doi.org/10.3390/ijerph19105956,https://openalex.org/A5100737954,CN
https://doi.org/10.3390/ijerph19105956,https://openalex.org/A5067800910,CN
https://doi.org/10.3390/ijerph19105956,https://openalex.org/A5114020378,CN
https://doi.org/10.3390/ijerph19105956,https://openalex.org/A5009834343,CN
https://doi.org/10.3390/ijerph19105956,https://openalex.org/A5031995980,HK
https://doi.org/10.3390/ijerph19105956,https://openalex.org/A5066240545,CN
https://doi.org/10.1016/j.jcorpfin.2022.102199,https://openalex.org/A5068815813,CN
https://doi.org/10.1016/j.jcorpfin.2022.102199,https://openalex.org/A5026203075,HK
https://doi.org/10.1016/j.jcorpfin.2022.102199,https://openalex.org/A5011356389,CN
https://doi.org/10.1016/j.apm.2022.04.024,https://openalex.org/A5088512865,CN
https://doi.org/10.1016/j.apm.2022.04.024,https://openalex.org/A5060049873,CN
https://doi.org/10.1016/j.apm.2022.04.024,https://openalex.org/A5100776163,HK
https://doi.org/10.1016/j.apm.2022.04.024,https://openalex.org/A5000680941,US
https://doi.org/10.1016/j.apm.2022.04.024,https://openalex.org/A5059081649,CN
https://doi.org/10.1016/j.apm.2022.04.024,https://openalex.org/A5035586124,CN
https://doi.org/10.3390/s22103630,https://openalex.org/A5048131103,HK
https://doi.org/10.3390/s22103630,https://openalex.org/A5003425758,HK
https://doi.org/10.3390/s22103630,https://openalex.org/A5065921203,HK
https://doi.org/10.3390/s22103630,https://openalex.org/A5000993073,HK
https://doi.org/10.3390/s22103630,https://openalex.org/A5038976027,HK
https://doi.org/10.3390/s22103630,https://openalex.org/A5040057455,TW
https://doi.org/10.3390/s22103630,https://openalex.org/A5102808870,HK
https://doi.org/10.3390/ijerph19095724,https://openalex.org/A5073233094,HK
https://doi.org/10.3390/ijerph19095724,https://openalex.org/A5060823423,HK
https://doi.org/10.3390/ijerph19095724,https://openalex.org/A5077279261,HK
https://doi.org/10.30892/gtg.41207-841,https://openalex.org/A5052074510,HK
https://doi.org/10.30892/gtg.41207-841,https://openalex.org/A5074487737,HK
https://doi.org/10.30892/gtg.41207-841,https://openalex.org/A5005114977,HK
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5101969069,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5010092165,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5049099319,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5109432430,HK
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5109432430,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5108747538,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5102952359,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5101780776,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5112672849,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5101711031,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5100337470,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5031590266,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5037032697,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5112450082,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5021399686,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5089340127,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5100352839,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5026199735,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5060372724,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5101902423,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5086963427,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5006017115,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5033930303,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5112849573,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5050902155,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5100443892,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5090028889,CN
https://doi.org/10.1007/s12274-022-4280-z,https://openalex.org/A5084509449,CN
https://doi.org/10.1021/acssuschemeng.1c08611,https://openalex.org/A5018247024,CN
https://doi.org/10.1021/acssuschemeng.1c08611,https://openalex.org/A5100783712,CN
https://doi.org/10.1021/acssuschemeng.1c08611,https://openalex.org/A5035499642,HK
https://doi.org/10.1021/acssuschemeng.1c08611,https://openalex.org/A5041535961,CN
https://doi.org/10.1007/s12221-022-4420-9,https://openalex.org/A5100371359,CN
https://doi.org/10.1007/s12221-022-4420-9,https://openalex.org/A5080535783,HK
https://doi.org/10.1007/s12221-022-4420-9,https://openalex.org/A5020826944,CN
https://doi.org/10.1007/s12221-022-4420-9,https://openalex.org/A5061708005,CN
https://doi.org/10.1007/s12221-022-4420-9,https://openalex.org/A5044230901,HK
https://doi.org/10.1371/journal.pone.0249052,https://openalex.org/A5066005828,HK
