prism_url,dc_identifier,prism_publicationname,prism_coverdate,prism_doi,citedby_count,subtype,subtypedescription,publication_year,publication_month,doi
https://api.elsevier.com/content/abstract/scopus_id/85135631747,SCOPUS_ID:85135631747,Structural Health Monitoring,1/5/2023 0:00,10.1177/14759217221116637,25,ar,Article,2023,5,https://doi.org/10.1177/14759217221116637
https://api.elsevier.com/content/abstract/scopus_id/85130312525,SCOPUS_ID:85130312525,International Journal of Production Research,1/1/2023 0:00,10.1080/00207543.2022.2072785,25,ar,Article,2023,1,https://doi.org/10.1080/00207543.2022.2072785
https://api.elsevier.com/content/abstract/scopus_id/85128509206,SCOPUS_ID:85128509206,Energy and Environmental Materials,1/3/2023 0:00,10.1002/eem2.12355,25,re,Review,2023,3,https://doi.org/10.1002/eem2.12355
https://api.elsevier.com/content/abstract/scopus_id/85128308067,SCOPUS_ID:85128308067,IEEE Transactions on Industrial Informatics,1/3/2023 0:00,10.1109/TII.2022.3165870,25,ar,Article,2023,3,https://doi.org/10.1109/tii.2022.3165870
https://api.elsevier.com/content/abstract/scopus_id/85126815683,SCOPUS_ID:85126815683,Journal of Sustainable Cement-Based Materials,1/1/2023 0:00,10.1080/21650373.2022.2050831,25,ar,Article,2023,1,https://doi.org/10.1080/21650373.2022.2050831
https://api.elsevier.com/content/abstract/scopus_id/85176903579,SCOPUS_ID:85176903579,Droplet,1/7/2023 0:00,10.1002/dro2.74,24,ar,Article,2023,7,https://doi.org/10.1002/dro2.74
https://api.elsevier.com/content/abstract/scopus_id/85176377494,SCOPUS_ID:85176377494,Cell Reports Physical Science,15/11/2023 0:00,10.1016/j.xcrp.2023.101673,24,re,Review,2023,11,https://doi.org/10.1016/j.xcrp.2023.101673
https://api.elsevier.com/content/abstract/scopus_id/85176106571,SCOPUS_ID:85176106571,Ain Shams Engineering Journal,1/11/2023 0:00,10.1016/j.asej.2023.102551,24,ar,Article,2023,11,https://doi.org/10.1016/j.asej.2023.102551
https://api.elsevier.com/content/abstract/scopus_id/85175051733,SCOPUS_ID:85175051733,PhotoniX,1/12/2023 0:00,10.1186/s43074-023-00114-3,24,ar,Article,2023,12,https://doi.org/10.1186/s43074-023-00114-3
https://api.elsevier.com/content/abstract/scopus_id/85175019699,SCOPUS_ID:85175019699,Automation in Construction,1/12/2023 0:00,10.1016/j.autcon.2023.105130,24,re,Review,2023,12,https://doi.org/10.1016/j.autcon.2023.105130
https://api.elsevier.com/content/abstract/scopus_id/85174635240,SCOPUS_ID:85174635240,Automation in Construction,1/12/2023 0:00,10.1016/j.autcon.2023.105135,24,re,Review,2023,12,https://doi.org/10.1016/j.autcon.2023.105135
https://api.elsevier.com/content/abstract/scopus_id/85171621997,SCOPUS_ID:85171621997,Physics of Fluids,1/9/2023 0:00,10.1063/5.0160388,24,ar,Article,2023,9,https://doi.org/10.1063/5.0160388
https://api.elsevier.com/content/abstract/scopus_id/85171357033,SCOPUS_ID:85171357033,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,4/8/2023 0:00,10.1145/3580305.3599869,24,cp,Conference Paper,2023,8,https://doi.org/10.1145/3580305.3599869
https://api.elsevier.com/content/abstract/scopus_id/85169840100,SCOPUS_ID:85169840100,Biomaterials,1/11/2023 0:00,10.1016/j.biomaterials.2023.122311,24,ar,Article,2023,11,https://doi.org/10.1016/j.biomaterials.2023.122311
https://api.elsevier.com/content/abstract/scopus_id/85169167170,SCOPUS_ID:85169167170,Advanced Functional Materials,18/10/2023 0:00,10.1002/adfm.202306149,24,re,Review,2023,10,https://doi.org/10.1002/adfm.202306149
https://api.elsevier.com/content/abstract/scopus_id/85169107972,SCOPUS_ID:85169107972,Buildings,1/8/2023 0:00,10.3390/buildings13082061,24,re,Review,2023,8,https://doi.org/10.3390/buildings13082061
https://api.elsevier.com/content/abstract/scopus_id/85168698079,SCOPUS_ID:85168698079,Actuators,1/8/2023 0:00,10.3390/act12080323,24,re,Review,2023,8,https://doi.org/10.3390/act12080323
https://api.elsevier.com/content/abstract/scopus_id/85167817166,SCOPUS_ID:85167817166,IEEE Transactions on Information Forensics and Security,1/1/2023 0:00,10.1109/TIFS.2023.3302509,24,ar,Article,2023,1,https://doi.org/10.1109/tifs.2023.3302509
https://api.elsevier.com/content/abstract/scopus_id/85165518496,SCOPUS_ID:85165518496,Journal of the American Chemical Society,19/7/2023 0:00,10.1021/jacs.3c03672,24,ar,Article,2023,7,https://doi.org/10.1021/jacs.3c03672
https://api.elsevier.com/content/abstract/scopus_id/85165055400,SCOPUS_ID:85165055400,Trends in Food Science and Technology,1/8/2023 0:00,10.1016/j.tifs.2023.06.031,24,re,Review,2023,8,https://doi.org/10.1016/j.tifs.2023.06.031
https://api.elsevier.com/content/abstract/scopus_id/85163656469,SCOPUS_ID:85163656469,MIS Quarterly: Management Information Systems,1/3/2023 0:00,10.25300/MISQ/2022/17248,24,ar,Article,2023,3,https://doi.org/10.25300/misq/2022/17248
https://api.elsevier.com/content/abstract/scopus_id/85163545827,SCOPUS_ID:85163545827,IEEE Transactions on Learning Technologies,1/12/2023 0:00,10.1109/TLT.2023.3290814,24,ar,Article,2023,12,https://doi.org/10.1109/tlt.2023.3290814
https://api.elsevier.com/content/abstract/scopus_id/85162699418,SCOPUS_ID:85162699418,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1/1/2023 0:00,10.1109/CVPR52729.2023.02256,24,cp,Conference Paper,2023,1,https://doi.org/10.1109/cvpr52729.2023.02256
https://api.elsevier.com/content/abstract/scopus_id/85162146914,SCOPUS_ID:85162146914,Applied Catalysis B: Environmental,15/11/2023 0:00,10.1016/j.apcatb.2023.123008,24,ar,Article,2023,11,https://doi.org/10.1016/j.apcatb.2023.123008
https://api.elsevier.com/content/abstract/scopus_id/85160257528,SCOPUS_ID:85160257528,Journal of Rock Mechanics and Geotechnical Engineering,1/12/2023 0:00,10.1016/j.jrmge.2023.02.025,24,ar,Article,2023,12,https://doi.org/10.1016/j.jrmge.2023.02.025
https://api.elsevier.com/content/abstract/scopus_id/85159885721,SCOPUS_ID:85159885721,Frontiers in Plant Science,1/1/2023 0:00,10.3389/fpls.2023.1166296,24,ar,Article,2023,1,https://doi.org/10.3389/fpls.2023.1166296
https://api.elsevier.com/content/abstract/scopus_id/85159802437,SCOPUS_ID:85159802437,Advanced Functional Materials,12/9/2023 0:00,10.1002/adfm.202302820,24,ar,Article,2023,9,https://doi.org/10.1002/adfm.202302820
https://api.elsevier.com/content/abstract/scopus_id/85159688491,SCOPUS_ID:85159688491,Virtual and Physical Prototyping,1/1/2023 0:00,10.1080/17452759.2023.2203695,24,ar,Article,2023,1,https://doi.org/10.1080/17452759.2023.2203695
https://api.elsevier.com/content/abstract/scopus_id/85159631630,SCOPUS_ID:85159631630,ACS Nano,23/5/2023 0:00,10.1021/acsnano.3c03156,24,ar,Article,2023,5,https://doi.org/10.1021/acsnano.3c03156
https://api.elsevier.com/content/abstract/scopus_id/85159175024,SCOPUS_ID:85159175024,Journal of Building Engineering,15/8/2023 0:00,10.1016/j.jobe.2023.106786,24,ar,Article,2023,8,https://doi.org/10.1016/j.jobe.2023.106786
https://api.elsevier.com/content/abstract/scopus_id/85159041755,SCOPUS_ID:85159041755,Advanced Engineering Informatics,1/4/2023 0:00,10.1016/j.aei.2023.101994,24,ar,Article,2023,4,https://doi.org/10.1016/j.aei.2023.101994
https://api.elsevier.com/content/abstract/scopus_id/85156257682,SCOPUS_ID:85156257682,Journal of Building Engineering,1/8/2023 0:00,10.1016/j.jobe.2023.106747,24,ar,Article,2023,8,https://doi.org/10.1016/j.jobe.2023.106747
https://api.elsevier.com/content/abstract/scopus_id/85152657105,SCOPUS_ID:85152657105,Journal of Membrane Science,5/7/2023 0:00,10.1016/j.memsci.2023.121637,24,ar,Article,2023,7,https://doi.org/10.1016/j.memsci.2023.121637
https://api.elsevier.com/content/abstract/scopus_id/85152169320,SCOPUS_ID:85152169320,Journal of the National Cancer Institute,1/4/2023 0:00,10.1093/jnci/djad012,24,re,Review,2023,4,https://doi.org/10.1093/jnci/djad012
https://api.elsevier.com/content/abstract/scopus_id/85151886003,SCOPUS_ID:85151886003,ACS Energy Letters,14/4/2023 0:00,10.1021/acsenergylett.3c00134,24,ar,Article,2023,4,https://doi.org/10.1021/acsenergylett.3c00134
https://api.elsevier.com/content/abstract/scopus_id/85150876186,SCOPUS_ID:85150876186,Advanced Materials,11/5/2023 0:00,10.1002/adma.202212315,24,ar,Article,2023,5,https://doi.org/10.1002/adma.202212315
https://api.elsevier.com/content/abstract/scopus_id/85150080502,SCOPUS_ID:85150080502,Current Developments in Biotechnology and Bioengineering: Biochar Towards Sustainable Environment,1/1/2023 0:00,10.1016/B978-0-323-91873-2.00015-7,24,ch,Book Chapter,2023,1,https://doi.org/10.1016/b978-0-323-91873-2.00015-7
https://api.elsevier.com/content/abstract/scopus_id/85149787091,SCOPUS_ID:85149787091,Engineering Applications of Artificial Intelligence,1/6/2023 0:00,10.1016/j.engappai.2023.106037,24,ar,Article,2023,6,https://doi.org/10.1016/j.engappai.2023.106037
https://api.elsevier.com/content/abstract/scopus_id/85149412233,SCOPUS_ID:85149412233,Chemistry of Materials,28/3/2023 0:00,10.1021/acs.chemmater.2c03288,24,ar,Article,2023,3,https://doi.org/10.1021/acs.chemmater.2c03288
https://api.elsevier.com/content/abstract/scopus_id/85149409503,SCOPUS_ID:85149409503,Applied Energy,1/5/2023 0:00,10.1016/j.apenergy.2023.120878,24,ar,Article,2023,5,https://doi.org/10.1016/j.apenergy.2023.120878
https://api.elsevier.com/content/abstract/scopus_id/85149395944,SCOPUS_ID:85149395944,Journal of Lightwave Technology,1/7/2023 0:00,10.1109/JLT.2023.3250670,24,ar,Article,2023,7,https://doi.org/10.1109/jlt.2023.3250670
https://api.elsevier.com/content/abstract/scopus_id/85148582430,SCOPUS_ID:85148582430,Applied Research in Quality of Life,1/6/2023 0:00,10.1007/s11482-023-10147-2,24,ar,Article,2023,6,https://doi.org/10.1007/s11482-023-10147-2
https://api.elsevier.com/content/abstract/scopus_id/85148582360,SCOPUS_ID:85148582360,Acta Geotechnica,1/8/2023 0:00,10.1007/s11440-023-01805-8,24,ar,Article,2023,8,https://doi.org/10.1007/s11440-023-01805-8
https://api.elsevier.com/content/abstract/scopus_id/85148456244,SCOPUS_ID:85148456244,IEEE Transactions on Green Communications and Networking,1/9/2023 0:00,10.1109/TGCN.2023.3242999,24,ar,Article,2023,9,https://doi.org/10.1109/tgcn.2023.3242999
https://api.elsevier.com/content/abstract/scopus_id/85148103647,SCOPUS_ID:85148103647,ACS Nano,28/2/2023 0:00,10.1021/acsnano.2c12269,24,ar,Article,2023,2,https://doi.org/10.1021/acsnano.2c12269
https://api.elsevier.com/content/abstract/scopus_id/85147807371,SCOPUS_ID:85147807371,ACS Applied Materials and Interfaces,22/2/2023 0:00,10.1021/acsami.2c19233,24,ar,Article,2023,2,https://doi.org/10.1021/acsami.2c19233
https://api.elsevier.com/content/abstract/scopus_id/85147559204,SCOPUS_ID:85147559204,Digital Health,1/1/2023 0:00,10.1177/20552076231153737,24,ar,Article,2023,1,https://doi.org/10.1177/20552076231153737
https://api.elsevier.com/content/abstract/scopus_id/85147509775,SCOPUS_ID:85147509775,Laser and Photonics Reviews,1/5/2023 0:00,10.1002/lpor.202200700,24,re,Review,2023,5,https://doi.org/10.1002/lpor.202200700
https://api.elsevier.com/content/abstract/scopus_id/85147286343,SCOPUS_ID:85147286343,IEEE Transactions on Intelligent Transportation Systems,1/2/2023 0:00,10.1109/TITS.2022.3223982,24,ar,Article,2023,2,https://doi.org/10.1109/tits.2022.3223982
https://api.elsevier.com/content/abstract/scopus_id/85147284970,SCOPUS_ID:85147284970,iScience,17/2/2023 0:00,10.1016/j.isci.2023.105993,24,ar,Article,2023,2,https://doi.org/10.1016/j.isci.2023.105993
https://api.elsevier.com/content/abstract/scopus_id/85146423675,SCOPUS_ID:85146423675,Materials Today Physics,1/2/2023 0:00,10.1016/j.mtphys.2023.100968,24,ar,Article,2023,2,https://doi.org/10.1016/j.mtphys.2023.100968
https://api.elsevier.com/content/abstract/scopus_id/85146139016,SCOPUS_ID:85146139016,Inorganic Chemistry,23/1/2023 0:00,10.1021/acs.inorgchem.2c03597,24,ar,Article,2023,1,https://doi.org/10.1021/acs.inorgchem.2c03597
https://api.elsevier.com/content/abstract/scopus_id/85145867885,SCOPUS_ID:85145867885,Tourism Management,1/6/2023 0:00,10.1016/j.tourman.2023.104719,24,ar,Article,2023,6,https://doi.org/10.1016/j.tourman.2023.104719
https://api.elsevier.com/content/abstract/scopus_id/85145072932,SCOPUS_ID:85145072932,Rare Metals,1/5/2023 0:00,10.1007/s12598-022-02194-9,24,ar,Article,2023,5,https://doi.org/10.1007/s12598-022-02194-9
https://api.elsevier.com/content/abstract/scopus_id/85144063843,SCOPUS_ID:85144063843,Reliability Engineering and System Safety,1/3/2023 0:00,10.1016/j.ress.2022.109034,24,ar,Article,2023,3,https://doi.org/10.1016/j.ress.2022.109034
https://api.elsevier.com/content/abstract/scopus_id/85143964343,SCOPUS_ID:85143964343,Advanced Science,3/2/2023 0:00,10.1002/advs.202205305,24,ar,Article,2023,2,https://doi.org/10.1002/advs.202205305
https://api.elsevier.com/content/abstract/scopus_id/85143539470,SCOPUS_ID:85143539470,Scripta Materialia,15/3/2023 0:00,10.1016/j.scriptamat.2022.115224,24,ar,Article,2023,3,https://doi.org/10.1016/j.scriptamat.2022.115224
https://api.elsevier.com/content/abstract/scopus_id/85142526532,SCOPUS_ID:85142526532,International Journal of Electrical Power and Energy Systems,1/5/2023 0:00,10.1016/j.ijepes.2022.108787,24,ar,Article,2023,5,https://doi.org/10.1016/j.ijepes.2022.108787
https://api.elsevier.com/content/abstract/scopus_id/85142478756,SCOPUS_ID:85142478756,Engineering Structures,15/1/2023 0:00,10.1016/j.engstruct.2022.115258,24,ar,Article,2023,1,https://doi.org/10.1016/j.engstruct.2022.115258
https://api.elsevier.com/content/abstract/scopus_id/85142202106,SCOPUS_ID:85142202106,Journal of Environmental Management,15/1/2023 0:00,10.1016/j.jenvman.2022.116606,24,re,Review,2023,1,https://doi.org/10.1016/j.jenvman.2022.116606
https://api.elsevier.com/content/abstract/scopus_id/85141984339,SCOPUS_ID:85141984339,Transport Policy,1/1/2023 0:00,10.1016/j.tranpol.2022.11.007,24,ar,Article,2023,1,https://doi.org/10.1016/j.tranpol.2022.11.007
https://api.elsevier.com/content/abstract/scopus_id/85141922201,SCOPUS_ID:85141922201,Thin-Walled Structures,1/1/2023 0:00,10.1016/j.tws.2022.110319,24,ar,Article,2023,1,https://doi.org/10.1016/j.tws.2022.110319
https://api.elsevier.com/content/abstract/scopus_id/85140488317,SCOPUS_ID:85140488317,Composite Structures,15/1/2023 0:00,10.1016/j.compstruct.2022.116388,24,ar,Article,2023,1,https://doi.org/10.1016/j.compstruct.2022.116388
https://api.elsevier.com/content/abstract/scopus_id/85139596929,SCOPUS_ID:85139596929,Mechanical Systems and Signal Processing,1/3/2023 0:00,10.1016/j.ymssp.2022.109847,24,ar,Article,2023,3,https://doi.org/10.1016/j.ymssp.2022.109847
https://api.elsevier.com/content/abstract/scopus_id/85138450997,SCOPUS_ID:85138450997,Optics and Laser Technology,1/1/2023 0:00,10.1016/j.optlastec.2022.108634,24,ar,Article,2023,1,https://doi.org/10.1016/j.optlastec.2022.108634
https://api.elsevier.com/content/abstract/scopus_id/85137993330,SCOPUS_ID:85137993330,International Journal of Contemporary Hospitality Management,27/1/2023 0:00,10.1108/IJCHM-02-2022-0157,24,ar,Article,2023,1,https://doi.org/10.1108/ijchm-02-2022-0157
https://api.elsevier.com/content/abstract/scopus_id/85137869455,SCOPUS_ID:85137869455,IEEE Transactions on Industrial Electronics,1/7/2023 0:00,10.1109/TIE.2022.3201308,24,ar,Article,2023,7,https://doi.org/10.1109/tie.2022.3201308
https://api.elsevier.com/content/abstract/scopus_id/85129681731,SCOPUS_ID:85129681731,IEEE Internet of Things Journal,1/3/2023 0:00,10.1109/JIOT.2022.3171449,24,ar,Article,2023,3,https://doi.org/10.1109/jiot.2022.3171449
https://api.elsevier.com/content/abstract/scopus_id/85128789368,SCOPUS_ID:85128789368,International Journal of Construction Management,1/1/2023 0:00,10.1080/15623599.2022.2063013,24,ar,Article,2023,1,https://doi.org/10.1080/15623599.2022.2063013
https://api.elsevier.com/content/abstract/scopus_id/85125803451,SCOPUS_ID:85125803451,"Engineering, Construction and Architectural Management",7/6/2023 0:00,10.1108/ECAM-07-2019-0375,24,ar,Article,2023,6,https://doi.org/10.1108/ecam-07-2019-0375
https://api.elsevier.com/content/abstract/scopus_id/85114736998,SCOPUS_ID:85114736998,IEEE Transactions on Neural Networks and Learning Systems,1/5/2023 0:00,10.1109/TNNLS.2021.3107742,24,ar,Article,2023,5,https://doi.org/10.1109/tnnls.2021.3107742
https://api.elsevier.com/content/abstract/scopus_id/85112367748,SCOPUS_ID:85112367748,BMJ Supportive and Palliative Care,1/9/2023 0:00,10.1136/bmjspcare-2021-003180,24,re,Review,2023,9,https://doi.org/10.1136/bmjspcare-2021-003180
https://api.elsevier.com/content/abstract/scopus_id/85112235664,SCOPUS_ID:85112235664,IEEE Transactions on Affective Computing,1/4/2023 0:00,10.1109/TAFFC.2021.3088895,24,ar,Article,2023,4,https://doi.org/10.1109/taffc.2021.3088895
https://api.elsevier.com/content/abstract/scopus_id/85169822631,SCOPUS_ID:85169822631,International Journal of Plasticity,1/11/2023 0:00,10.1016/j.ijplas.2023.103733,23,ar,Article,2023,11,https://doi.org/10.1016/j.ijplas.2023.103733
https://api.elsevier.com/content/abstract/scopus_id/85168809469,SCOPUS_ID:85168809469,ACM Transactions on Intelligent Systems and Technology,15/6/2023 0:00,10.1145/3593590,23,ar,Article,2023,6,https://doi.org/10.1145/3593590
https://api.elsevier.com/content/abstract/scopus_id/85168682920,SCOPUS_ID:85168682920,Frontiers in Psychiatry,1/1/2023 0:00,10.3389/fpsyt.2023.1198302,23,re,Review,2023,1,https://doi.org/10.3389/fpsyt.2023.1198302
https://api.elsevier.com/content/abstract/scopus_id/85167820666,SCOPUS_ID:85167820666,Computers and Industrial Engineering,1/9/2023 0:00,10.1016/j.cie.2023.109499,23,ar,Article,2023,9,https://doi.org/10.1016/j.cie.2023.109499
https://api.elsevier.com/content/abstract/scopus_id/85167447259,SCOPUS_ID:85167447259,Chemical Engineering Journal,1/10/2023 0:00,10.1016/j.cej.2023.145293,23,ar,Article,2023,10,https://doi.org/10.1016/j.cej.2023.145293
https://api.elsevier.com/content/abstract/scopus_id/85166468437,SCOPUS_ID:85166468437,Proceedings - IEEE Symposium on Security and Privacy,1/1/2023 0:00,10.1109/SP46215.2023.10179322,23,cp,Conference Paper,2023,1,https://doi.org/10.1109/sp46215.2023.10179322
https://api.elsevier.com/content/abstract/scopus_id/85165576963,SCOPUS_ID:85165576963,International Journal of Advanced Manufacturing Technology,1/9/2023 0:00,10.1007/s00170-023-11962-5,23,re,Review,2023,9,https://doi.org/10.1007/s00170-023-11962-5
https://api.elsevier.com/content/abstract/scopus_id/85163488105,SCOPUS_ID:85163488105,Renewable Energy,1/10/2023 0:00,10.1016/j.renene.2023.118953,23,ar,Article,2023,10,https://doi.org/10.1016/j.renene.2023.118953
https://api.elsevier.com/content/abstract/scopus_id/85161350769,SCOPUS_ID:85161350769,Asian Journal of Psychiatry,1/8/2023 0:00,10.1016/j.ajp.2023.103638,23,ar,Article,2023,8,https://doi.org/10.1016/j.ajp.2023.103638
https://api.elsevier.com/content/abstract/scopus_id/85161325811,SCOPUS_ID:85161325811,Energy Conversion and Management,15/8/2023 0:00,10.1016/j.enconman.2023.117232,23,ar,Article,2023,8,https://doi.org/10.1016/j.enconman.2023.117232
https://api.elsevier.com/content/abstract/scopus_id/85160937975,SCOPUS_ID:85160937975,ACS Omega,30/5/2023 0:00,10.1021/acsomega.2c08076,23,ar,Article,2023,5,https://doi.org/10.1021/acsomega.2c08076
https://api.elsevier.com/content/abstract/scopus_id/85159846325,SCOPUS_ID:85159846325,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,1/1/2023 0:00,10.1109/JSTARS.2023.3273232,23,ar,Article,2023,1,https://doi.org/10.1109/jstars.2023.3273232
https://api.elsevier.com/content/abstract/scopus_id/85159789153,SCOPUS_ID:85159789153,Journal of Semiconductors,1/5/2023 0:00,10.1088/1674-4926/44/5/053102,23,re,Review,2023,5,https://doi.org/10.1088/1674-4926/44/5/053102
https://api.elsevier.com/content/abstract/scopus_id/85159150527,SCOPUS_ID:85159150527,Tourism Management,1/12/2023 0:00,10.1016/j.tourman.2023.104793,23,ar,Article,2023,12,https://doi.org/10.1016/j.tourman.2023.104793
https://api.elsevier.com/content/abstract/scopus_id/85158826267,SCOPUS_ID:85158826267,Physical Review Applied,1/4/2023 0:00,10.1103/PhysRevApplied.19.044074,23,ar,Article,2023,4,https://doi.org/10.1103/physrevapplied.19.044074
https://api.elsevier.com/content/abstract/scopus_id/85158031068,SCOPUS_ID:85158031068,Renewable and Sustainable Energy Reviews,1/7/2023 0:00,10.1016/j.rser.2023.113326,23,ar,Article,2023,7,https://doi.org/10.1016/j.rser.2023.113326
https://api.elsevier.com/content/abstract/scopus_id/85156259548,SCOPUS_ID:85156259548,Journal of Wind Engineering and Industrial Aerodynamics,1/7/2023 0:00,10.1016/j.jweia.2023.105440,23,ar,Article,2023,7,https://doi.org/10.1016/j.jweia.2023.105440
https://api.elsevier.com/content/abstract/scopus_id/85156210805,SCOPUS_ID:85156210805,Materials Today Chemistry,1/6/2023 0:00,10.1016/j.mtchem.2023.101550,23,ar,Article,2023,6,https://doi.org/10.1016/j.mtchem.2023.101550
https://api.elsevier.com/content/abstract/scopus_id/85154038232,SCOPUS_ID:85154038232,Bioactive Materials,1/8/2023 0:00,10.1016/j.bioactmat.2023.03.008,23,re,Review,2023,8,https://doi.org/10.1016/j.bioactmat.2023.03.008
https://api.elsevier.com/content/abstract/scopus_id/85152963787,SCOPUS_ID:85152963787,Wuli Huaxue Xuebao/ Acta Physico - Chimica Sinica,1/1/2023 0:00,10.3866/PKU.WHXB202212037,23,ar,Article,2023,1,https://doi.org/10.3866/pku.whxb202212037
