doi,year,cited_by_count
https://doi.org/10.1016/j.ast.2020.106319,2021,1
https://doi.org/10.1016/j.aei.2020.101194,2024,5
https://doi.org/10.1016/j.aei.2020.101194,2023,6
https://doi.org/10.1016/j.aei.2020.101194,2022,5
https://doi.org/10.1007/s12221-020-1353-z,2025,1
https://doi.org/10.1007/s12221-020-1353-z,2024,3
https://doi.org/10.1007/s12221-020-1353-z,2023,2
https://doi.org/10.1007/s12221-020-1353-z,2022,2
https://doi.org/10.1007/s12221-020-1353-z,2021,2
https://doi.org/10.1007/s12221-020-1353-z,2020,1
https://doi.org/10.3390/a13090210,2025,1
https://doi.org/10.3390/a13090210,2024,4
https://doi.org/10.3390/a13090210,2023,2
https://doi.org/10.3390/a13090210,2022,2
https://doi.org/10.3390/a13090210,2021,4
https://doi.org/10.3390/a13090210,2020,2
https://doi.org/10.3389/fneur.2020.559158,2025,1
https://doi.org/10.3389/fneur.2020.559158,2024,1
https://doi.org/10.3389/fneur.2020.559158,2023,8
https://doi.org/10.3389/fneur.2020.559158,2022,6
https://doi.org/10.3390/rs12203442,2024,5
https://doi.org/10.3390/rs12203442,2023,3
https://doi.org/10.3390/rs12203442,2022,4
https://doi.org/10.3390/rs12203442,2021,3
https://doi.org/10.1002/advs.202001742,2024,2
https://doi.org/10.1002/advs.202001742,2023,3
https://doi.org/10.1002/advs.202001742,2022,5
https://doi.org/10.1002/advs.202001742,2021,5
https://doi.org/10.1002/advs.202001742,2020,1
https://doi.org/10.1002/aelm.202000841,2024,3
https://doi.org/10.1002/aelm.202000841,2023,6
https://doi.org/10.1002/aelm.202000841,2022,4
https://doi.org/10.1002/aelm.202000841,2021,1
https://doi.org/10.3390/su12187249,2025,1
https://doi.org/10.3390/su12187249,2024,3
https://doi.org/10.3390/su12187249,2023,5
https://doi.org/10.3390/su12187249,2022,2
https://doi.org/10.3390/su12187249,2021,2
https://doi.org/10.1007/s10570-020-03461-7,2025,1
