prism_url,dc_identifier,prism_publicationname,prism_coverdate,prism_doi,citedby_count,subtype,subtypedescription,publication_year,publication_month,doi
https://api.elsevier.com/content/abstract/scopus_id/85216734234,SCOPUS_ID:85216734234,Transportation Research Record,1/12/2024 0:00,10.1177/03611981231165020,10,ar,Article,2024,12,https://doi.org/10.1177/03611981231165020
https://api.elsevier.com/content/abstract/scopus_id/85208530831,SCOPUS_ID:85208530831,IEEE Transactions on Wireless Communications,1/1/2024 0:00,10.1109/TWC.2024.3480353,10,ar,Article,2024,1,https://doi.org/10.1109/twc.2024.3480353
https://api.elsevier.com/content/abstract/scopus_id/85207110729,SCOPUS_ID:85207110729,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1/1/2024 0:00,10.1109/CVPR52733.2024.00919,10,cp,Conference Paper,2024,1,https://doi.org/10.1109/cvpr52733.2024.00919
https://api.elsevier.com/content/abstract/scopus_id/85204503453,SCOPUS_ID:85204503453,Energy,30/11/2024 0:00,10.1016/j.energy.2024.133187,10,ar,Article,2024,11,https://doi.org/10.1016/j.energy.2024.133187
https://api.elsevier.com/content/abstract/scopus_id/85204492768,SCOPUS_ID:85204492768,Chemical Engineering Journal,1/11/2024 0:00,10.1016/j.cej.2024.155918,10,ar,Article,2024,11,https://doi.org/10.1016/j.cej.2024.155918
https://api.elsevier.com/content/abstract/scopus_id/85203873388,SCOPUS_ID:85203873388,Chemical Engineering Journal,15/10/2024 0:00,10.1016/j.cej.2024.155772,10,ar,Article,2024,10,https://doi.org/10.1016/j.cej.2024.155772
https://api.elsevier.com/content/abstract/scopus_id/85203865137,SCOPUS_ID:85203865137,Cement and Concrete Composites,1/11/2024 0:00,10.1016/j.cemconcomp.2024.105762,10,ar,Article,2024,11,https://doi.org/10.1016/j.cemconcomp.2024.105762
https://api.elsevier.com/content/abstract/scopus_id/85202743227,SCOPUS_ID:85202743227,Journal of Geovisualization and Spatial Analysis,1/12/2024 0:00,10.1007/s41651-024-00195-z,10,ar,Article,2024,12,https://doi.org/10.1007/s41651-024-00195-z
https://api.elsevier.com/content/abstract/scopus_id/85202706274,SCOPUS_ID:85202706274,Advanced Functional Materials,2/12/2024 0:00,10.1002/adfm.202409518,10,re,Review,2024,12,https://doi.org/10.1002/adfm.202409518
https://api.elsevier.com/content/abstract/scopus_id/85201731310,SCOPUS_ID:85201731310,Journal of Building Engineering,1/11/2024 0:00,10.1016/j.jobe.2024.110450,10,ar,Article,2024,11,https://doi.org/10.1016/j.jobe.2024.110450
https://api.elsevier.com/content/abstract/scopus_id/85201513523,SCOPUS_ID:85201513523,Computer Methods in Applied Mechanics and Engineering,1/11/2024 0:00,10.1016/j.cma.2024.117294,10,ar,Article,2024,11,https://doi.org/10.1016/j.cma.2024.117294
https://api.elsevier.com/content/abstract/scopus_id/85201190487,SCOPUS_ID:85201190487,Nature Energy,1/11/2024 0:00,10.1038/s41560-024-01608-5,10,ar,Article,2024,11,https://doi.org/10.1038/s41560-024-01608-5
https://api.elsevier.com/content/abstract/scopus_id/85201146944,SCOPUS_ID:85201146944,Advanced Functional Materials,26/11/2024 0:00,10.1002/adfm.202408680,10,ar,Article,2024,11,https://doi.org/10.1002/adfm.202408680
https://api.elsevier.com/content/abstract/scopus_id/85201045999,SCOPUS_ID:85201045999,Environmental Science and Technology,20/8/2024 0:00,10.1021/acs.est.4c04157,10,ar,Article,2024,8,https://doi.org/10.1021/acs.est.4c04157
https://api.elsevier.com/content/abstract/scopus_id/85200599923,SCOPUS_ID:85200599923,SIGIR 2024 - Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval,10/7/2024 0:00,10.1145/3626772.3657690,10,cp,Conference Paper,2024,7,https://doi.org/10.1145/3626772.3657690
https://api.elsevier.com/content/abstract/scopus_id/85200336968,SCOPUS_ID:85200336968,Computers and Industrial Engineering,1/9/2024 0:00,10.1016/j.cie.2024.110423,10,ar,Article,2024,9,https://doi.org/10.1016/j.cie.2024.110423
https://api.elsevier.com/content/abstract/scopus_id/85200263584,SCOPUS_ID:85200263584,International Journal of Plasticity,1/10/2024 0:00,10.1016/j.ijplas.2024.104082,10,ar,Article,2024,10,https://doi.org/10.1016/j.ijplas.2024.104082
https://api.elsevier.com/content/abstract/scopus_id/85199857083,SCOPUS_ID:85199857083,Applied Energy,15/11/2024 0:00,10.1016/j.apenergy.2024.123876,10,ar,Article,2024,11,https://doi.org/10.1016/j.apenergy.2024.123876
https://api.elsevier.com/content/abstract/scopus_id/85197896149,SCOPUS_ID:85197896149,Journal of Hospitality and Tourism Insights,12/11/2024 0:00,10.1108/JHTI-08-2023-0580,10,ar,Article,2024,11,https://doi.org/10.1108/jhti-08-2023-0580
https://api.elsevier.com/content/abstract/scopus_id/85197811593,SCOPUS_ID:85197811593,Coordination Chemistry Reviews,1/11/2024 0:00,10.1016/j.ccr.2024.216051,10,re,Review,2024,11,https://doi.org/10.1016/j.ccr.2024.216051
https://api.elsevier.com/content/abstract/scopus_id/85197747368,SCOPUS_ID:85197747368,Composites Science and Technology,29/9/2024 0:00,10.1016/j.compscitech.2024.110747,10,ar,Article,2024,9,https://doi.org/10.1016/j.compscitech.2024.110747
