doi,year,cited_by_count
https://doi.org/10.1080/15313220.2021.1875967,2021,11
https://doi.org/10.1016/j.chiabu.2021.104928,2025,3
https://doi.org/10.1016/j.chiabu.2021.104928,2024,16
https://doi.org/10.1016/j.chiabu.2021.104928,2023,16
https://doi.org/10.1016/j.chiabu.2021.104928,2022,12
https://doi.org/10.1016/j.chiabu.2021.104928,2021,3
https://doi.org/10.1016/j.scitotenv.2020.144438,2025,1
https://doi.org/10.1016/j.scitotenv.2020.144438,2024,14
https://doi.org/10.1016/j.scitotenv.2020.144438,2023,8
https://doi.org/10.1016/j.scitotenv.2020.144438,2022,12
https://doi.org/10.1016/j.scitotenv.2020.144438,2021,6
https://doi.org/10.1016/j.jhazmat.2020.124638,2025,1
https://doi.org/10.1016/j.jhazmat.2020.124638,2024,10
https://doi.org/10.1016/j.jhazmat.2020.124638,2023,17
https://doi.org/10.1016/j.jhazmat.2020.124638,2022,20
https://doi.org/10.1016/j.jhazmat.2020.124638,2021,4
https://doi.org/10.1016/j.ecolind.2020.107134,2025,5
https://doi.org/10.1016/j.ecolind.2020.107134,2024,15
https://doi.org/10.1016/j.ecolind.2020.107134,2023,12
https://doi.org/10.1016/j.ecolind.2020.107134,2022,13
https://doi.org/10.1016/j.ecolind.2020.107134,2021,4
https://doi.org/10.1016/j.scriptamat.2020.11.007,2025,1
https://doi.org/10.1016/j.scriptamat.2020.11.007,2024,4
https://doi.org/10.1016/j.scriptamat.2020.11.007,2023,9
https://doi.org/10.1016/j.scriptamat.2020.11.007,2022,10
https://doi.org/10.1016/j.scriptamat.2020.11.007,2021,8
https://doi.org/10.1109/tip.2020.3031184,2025,1
https://doi.org/10.1109/tip.2020.3031184,2024,13
https://doi.org/10.1109/tip.2020.3031184,2023,12
https://doi.org/10.1109/tip.2020.3031184,2022,13
https://doi.org/10.1109/tip.2020.3031184,2021,6
https://doi.org/10.1016/j.engstruct.2020.111406,2025,2
https://doi.org/10.1016/j.engstruct.2020.111406,2024,8
https://doi.org/10.1016/j.engstruct.2020.111406,2023,10
https://doi.org/10.1016/j.engstruct.2020.111406,2022,14
https://doi.org/10.1016/j.engstruct.2020.111406,2021,4
https://doi.org/10.1177/2399808320932575,2025,1
https://doi.org/10.1177/2399808320932575,2024,8
https://doi.org/10.1177/2399808320932575,2023,11
https://doi.org/10.1177/2399808320932575,2022,13
https://doi.org/10.1177/2399808320932575,2021,3
https://doi.org/10.1177/2399808320932575,2020,2
https://doi.org/10.1002/aesr.202000067,2024,8
https://doi.org/10.1002/aesr.202000067,2023,9
https://doi.org/10.1002/aesr.202000067,2022,13
https://doi.org/10.1002/aesr.202000067,2021,7
https://doi.org/10.1021/acs.accounts.1c00519,2025,5
https://doi.org/10.1021/acs.accounts.1c00519,2024,16
https://doi.org/10.1021/acs.accounts.1c00519,2023,16
https://doi.org/10.1021/acs.accounts.1c00519,2022,6
https://doi.org/10.1126/sciadv.abf8744,2025,5
https://doi.org/10.1126/sciadv.abf8744,2024,20
https://doi.org/10.1126/sciadv.abf8744,2023,21
https://doi.org/10.1126/sciadv.abf8744,2022,13
https://doi.org/10.1016/j.jcsr.2021.106930,2025,1
https://doi.org/10.1016/j.jcsr.2021.106930,2024,18
https://doi.org/10.1016/j.jcsr.2021.106930,2023,15
https://doi.org/10.1016/j.jcsr.2021.106930,2022,7
https://doi.org/10.1016/j.jcsr.2021.106930,2021,1
https://doi.org/10.1109/twc.2021.3091524,2024,12
https://doi.org/10.1109/twc.2021.3091524,2023,16
https://doi.org/10.1109/twc.2021.3091524,2022,6
https://doi.org/10.1109/twc.2021.3091524,2021,2
https://doi.org/10.1109/twc.2021.3091524,2020,1
https://doi.org/10.1287/mnsc.2020.3755,2025,2
https://doi.org/10.1287/mnsc.2020.3755,2024,16
https://doi.org/10.1287/mnsc.2020.3755,2023,17
https://doi.org/10.1287/mnsc.2020.3755,2022,10
https://doi.org/10.1287/mnsc.2020.3755,2021,3
https://doi.org/10.1287/mnsc.2020.3755,2020,3
https://doi.org/10.1287/mnsc.2020.3755,2015,1
https://doi.org/10.1007/s00170-021-07579-1,2025,1
https://doi.org/10.1007/s00170-021-07579-1,2024,8
https://doi.org/10.1007/s00170-021-07579-1,2023,18
https://doi.org/10.1007/s00170-021-07579-1,2022,17
https://doi.org/10.1016/j.jcsr.2021.106823,2025,3
https://doi.org/10.1016/j.jcsr.2021.106823,2024,11
https://doi.org/10.1016/j.jcsr.2021.106823,2023,14
