doi,oa_author_id,oa_author_position,oa_author_is_corresponding,oa_author_raw_name
https://doi.org/10.1016/j.imavis.2025.105465,https://openalex.org/A5011964979,middle,False,Sa Xu
https://doi.org/10.1016/j.imavis.2025.105465,https://openalex.org/A5030824965,last,False,P.Y. Mok
https://doi.org/10.1016/j.mtbio.2025.101600,https://openalex.org/A5100745179,first,False,Jie Yuan
https://doi.org/10.1016/j.mtbio.2025.101600,https://openalex.org/A5038223437,middle,False,Di Suo
https://doi.org/10.1016/j.mtbio.2025.101600,https://openalex.org/A5100781839,middle,False,Penghui Li
https://doi.org/10.1016/j.mtbio.2025.101600,https://openalex.org/A5100692211,middle,False,Xin Zhao
https://doi.org/10.1016/j.mtbio.2025.101600,https://openalex.org/A5100706687,middle,False,Huaiyu Wang
https://doi.org/10.1016/j.mtbio.2025.101600,https://openalex.org/A5017465159,last,False,Binghai Chen
https://doi.org/10.1016/j.foodhyd.2025.111219,https://openalex.org/A5022255291,first,False,Renyuan Wang
https://doi.org/10.1016/j.foodhyd.2025.111219,https://openalex.org/A5038259025,middle,False,Qiaoyan Wang
https://doi.org/10.1016/j.foodhyd.2025.111219,https://openalex.org/A5018852939,middle,False,Jie An
https://doi.org/10.1016/j.foodhyd.2025.111219,https://openalex.org/A5115594172,middle,False,Ying Wang
https://doi.org/10.1016/j.foodhyd.2025.111219,https://openalex.org/A5017549389,middle,False,Qiang Xia
https://doi.org/10.1016/j.foodhyd.2025.111219,https://openalex.org/A5101981762,middle,False,Daodong Pan
https://doi.org/10.1016/j.foodhyd.2025.111219,https://openalex.org/A5028423679,middle,False,Lihui Du
https://doi.org/10.1016/j.foodhyd.2025.111219,https://openalex.org/A5009532441,middle,False,Jun He
https://doi.org/10.1016/j.foodhyd.2025.111219,https://openalex.org/A5100676165,middle,False,Yangying Sun
https://doi.org/10.1016/j.foodhyd.2025.111219,https://openalex.org/A5077231720,middle,False,Jinxuan Cao
https://doi.org/10.1016/j.foodhyd.2025.111219,https://openalex.org/A5056734931,middle,False,Renyou Gan
https://doi.org/10.1016/j.foodhyd.2025.111219,https://openalex.org/A5038219224,last,False,Changyu Zhou
https://doi.org/10.1016/j.renene.2025.122722,https://openalex.org/A5100321370,first,False,Fang Wang
https://doi.org/10.1016/j.renene.2025.122722,https://openalex.org/A5024045705,middle,False,Tian You
https://doi.org/10.1016/j.renene.2025.122722,https://openalex.org/A5076986623,last,False,Hengxu Yang
