doi,year,cited_by_count
https://doi.org/10.1002/adma.202205677,2025,4
https://doi.org/10.1002/adma.202205677,2024,32
https://doi.org/10.1002/adma.202205677,2023,20
https://doi.org/10.1002/adma.202205677,2022,2
https://doi.org/10.1016/j.compositesb.2022.110070,2025,6
https://doi.org/10.1016/j.compositesb.2022.110070,2024,25
https://doi.org/10.1016/j.compositesb.2022.110070,2023,21
https://doi.org/10.1016/j.compositesb.2022.110070,2022,2
https://doi.org/10.1016/j.apenergy.2022.119243,2025,5
https://doi.org/10.1016/j.apenergy.2022.119243,2024,19
https://doi.org/10.1016/j.apenergy.2022.119243,2023,24
https://doi.org/10.1016/j.apenergy.2022.119243,2022,5
https://doi.org/10.1002/solr.202100986,2025,3
https://doi.org/10.1002/solr.202100986,2024,13
https://doi.org/10.1002/solr.202100986,2023,21
https://doi.org/10.1002/solr.202100986,2022,11
https://doi.org/10.1007/s12613-021-2373-4,2025,2
https://doi.org/10.1007/s12613-021-2373-4,2024,18
https://doi.org/10.1007/s12613-021-2373-4,2023,20
https://doi.org/10.1007/s12613-021-2373-4,2022,16
https://doi.org/10.1109/comst.2021.3139052,2024,20
https://doi.org/10.1109/comst.2021.3139052,2023,18
https://doi.org/10.1109/comst.2021.3139052,2022,10
https://doi.org/10.1016/j.watres.2021.117954,2025,5
https://doi.org/10.1016/j.watres.2021.117954,2024,20
https://doi.org/10.1016/j.watres.2021.117954,2023,24
https://doi.org/10.1016/j.watres.2021.117954,2022,9
https://doi.org/10.1016/j.jmrt.2022.08.064,2025,2
https://doi.org/10.1016/j.jmrt.2022.08.064,2024,29
https://doi.org/10.1016/j.jmrt.2022.08.064,2023,21
https://doi.org/10.1016/j.jmrt.2022.08.064,2022,4
https://doi.org/10.1021/jacs.2c04017,2025,4
https://doi.org/10.1021/jacs.2c04017,2024,24
https://doi.org/10.1021/jacs.2c04017,2023,18
https://doi.org/10.1021/jacs.2c04017,2022,7
https://doi.org/10.1002/smm2.1105,2025,6
https://doi.org/10.1002/smm2.1105,2024,14
https://doi.org/10.1002/smm2.1105,2023,24
https://doi.org/10.1002/smm2.1105,2022,6
https://doi.org/10.1002/smll.202201076,2025,4
https://doi.org/10.1002/smll.202201076,2024,20
https://doi.org/10.1002/smll.202201076,2023,19
https://doi.org/10.1002/smll.202201076,2022,7
https://doi.org/10.1016/j.jclepro.2022.132165,2025,7
https://doi.org/10.1016/j.jclepro.2022.132165,2024,19
https://doi.org/10.1016/j.jclepro.2022.132165,2023,22
https://doi.org/10.1016/j.jclepro.2022.132165,2022,9
https://doi.org/10.1016/j.tourman.2022.104533,2025,3
https://doi.org/10.1016/j.tourman.2022.104533,2024,22
https://doi.org/10.1016/j.tourman.2022.104533,2023,24
https://doi.org/10.1016/j.tourman.2022.104533,2022,9
https://doi.org/10.1007/s11864-022-00955-3,2025,6
https://doi.org/10.1007/s11864-022-00955-3,2024,37
https://doi.org/10.1007/s11864-022-00955-3,2023,14
https://doi.org/10.1007/s11864-022-00955-3,2022,3
https://doi.org/10.1002/anie.202202207,2025,4
https://doi.org/10.1002/anie.202202207,2024,20
https://doi.org/10.1002/anie.202202207,2023,20
https://doi.org/10.1002/anie.202202207,2022,5
https://doi.org/10.1002/adfm.202111996,2025,2
https://doi.org/10.1002/adfm.202111996,2024,19
https://doi.org/10.1002/adfm.202111996,2023,20
https://doi.org/10.1002/adfm.202111996,2022,4
https://doi.org/10.1002/advs.202105808,2025,1
https://doi.org/10.1002/advs.202105808,2024,30
https://doi.org/10.1002/advs.202105808,2023,11
https://doi.org/10.1002/advs.202105808,2022,8
https://doi.org/10.1109/jetcas.2022.3141691,2025,1
https://doi.org/10.1109/jetcas.2022.3141691,2024,14
https://doi.org/10.1109/jetcas.2022.3141691,2023,16
https://doi.org/10.1109/jetcas.2022.3141691,2022,16
https://doi.org/10.1016/j.jhlste.2021.100364,2025,1
https://doi.org/10.1016/j.jhlste.2021.100364,2024,19
https://doi.org/10.1016/j.jhlste.2021.100364,2023,31
https://doi.org/10.1016/j.jhlste.2021.100364,2022,18
https://doi.org/10.1089/soro.2020.0090,2025,3
https://doi.org/10.1089/soro.2020.0090,2024,18
https://doi.org/10.1089/soro.2020.0090,2023,20
https://doi.org/10.1089/soro.2020.0090,2022,10
https://doi.org/10.1089/soro.2020.0090,2021,5
https://doi.org/10.1109/tits.2021.3055207,2025,5
https://doi.org/10.1109/tits.2021.3055207,2024,16
https://doi.org/10.1109/tits.2021.3055207,2023,13
https://doi.org/10.1109/tits.2021.3055207,2022,11
https://doi.org/10.1109/tits.2021.3055207,2021,4
https://doi.org/10.1109/tmc.2021.3053136,2025,1
https://doi.org/10.1109/tmc.2021.3053136,2024,4
https://doi.org/10.1109/tmc.2021.3053136,2023,13
https://doi.org/10.1109/tmc.2021.3053136,2022,22
https://doi.org/10.1109/tmc.2021.3053136,2021,18
https://doi.org/10.1073/pnas.2204465119,2025,9
https://doi.org/10.1073/pnas.2204465119,2024,23
https://doi.org/10.1073/pnas.2204465119,2023,29
https://doi.org/10.1073/pnas.2204465119,2022,1
https://doi.org/10.1007/s11431-022-2174-9,2025,4
https://doi.org/10.1007/s11431-022-2174-9,2024,26
https://doi.org/10.1007/s11431-022-2174-9,2023,18
https://doi.org/10.1007/s11431-022-2174-9,2022,2
https://doi.org/10.1002/smll.202203061,2025,1
https://doi.org/10.1002/smll.202203061,2024,23
https://doi.org/10.1002/smll.202203061,2023,26
https://doi.org/10.1002/smll.202203061,2022,1
https://doi.org/10.1137/21m1446496,2025,5
https://doi.org/10.1137/21m1446496,2024,31
https://doi.org/10.1137/21m1446496,2023,19
