doi,year,cited_by_count
https://doi.org/10.2478/aut-2020-0013,2021,5
https://doi.org/10.18653/v1/2021.findings-acl.444,2025,1
https://doi.org/10.18653/v1/2021.findings-acl.444,2024,6
https://doi.org/10.18653/v1/2021.findings-acl.444,2023,6
https://doi.org/10.18653/v1/2021.findings-acl.444,2022,5
https://doi.org/10.1145/3494956,2024,4
https://doi.org/10.1145/3494956,2023,7
https://doi.org/10.1145/3494956,2022,3
https://doi.org/10.1016/j.lanwpc.2021.100281,2024,1
https://doi.org/10.1016/j.lanwpc.2021.100281,2023,5
https://doi.org/10.1016/j.lanwpc.2021.100281,2022,14
https://doi.org/10.1016/j.lanwpc.2021.100281,2021,3
https://doi.org/10.1145/3472883.3486988,2025,1
https://doi.org/10.1145/3472883.3486988,2024,7
https://doi.org/10.1145/3472883.3486988,2023,5
https://doi.org/10.1145/3472883.3486988,2022,2
https://doi.org/10.1016/j.knosys.2021.107547,2025,2
https://doi.org/10.1016/j.knosys.2021.107547,2024,4
https://doi.org/10.1016/j.knosys.2021.107547,2023,7
https://doi.org/10.1016/j.knosys.2021.107547,2022,2
https://doi.org/10.1016/j.knosys.2021.107547,2021,1
https://doi.org/10.1016/j.oceaneng.2021.109894,2025,1
https://doi.org/10.1016/j.oceaneng.2021.109894,2024,6
https://doi.org/10.1016/j.oceaneng.2021.109894,2023,5
https://doi.org/10.1016/j.oceaneng.2021.109894,2022,6
https://doi.org/10.1016/j.habitatint.2021.102417,2024,8
https://doi.org/10.1016/j.habitatint.2021.102417,2023,8
https://doi.org/10.1016/j.habitatint.2021.102417,2022,8
https://doi.org/10.1109/jsen.2021.3114206,2025,1
https://doi.org/10.1109/jsen.2021.3114206,2024,5
https://doi.org/10.1109/jsen.2021.3114206,2023,7
https://doi.org/10.1109/jsen.2021.3114206,2022,4
https://doi.org/10.1109/jsen.2021.3114206,2021,1
https://doi.org/10.1016/j.ijhm.2021.103059,2025,1
https://doi.org/10.1016/j.ijhm.2021.103059,2024,5
https://doi.org/10.1016/j.ijhm.2021.103059,2023,5
https://doi.org/10.1016/j.ijhm.2021.103059,2022,8
https://doi.org/10.3390/su13179981,2024,1
https://doi.org/10.3390/su13179981,2023,9
https://doi.org/10.3390/su13179981,2022,10
https://doi.org/10.3390/su13179981,2021,2
https://doi.org/10.2147/jpr.s314971,2025,4
https://doi.org/10.2147/jpr.s314971,2024,5
https://doi.org/10.2147/jpr.s314971,2023,7
https://doi.org/10.2147/jpr.s314971,2022,5
https://doi.org/10.1109/tbdata.2017.2702176,2023,7
https://doi.org/10.1109/tbdata.2017.2702176,2022,3
https://doi.org/10.1109/tbdata.2017.2702176,2021,3
https://doi.org/10.1109/tbdata.2017.2702176,2020,5
https://doi.org/10.1109/tbdata.2017.2702176,2019,9
https://doi.org/10.1109/tbdata.2017.2702176,2018,7
https://doi.org/10.1109/tbdata.2017.2702176,2017,5
https://doi.org/10.1016/j.enbenv.2020.06.008,2025,2
https://doi.org/10.1016/j.enbenv.2020.06.008,2024,4
https://doi.org/10.1016/j.enbenv.2020.06.008,2023,3
https://doi.org/10.1016/j.enbenv.2020.06.008,2022,8
https://doi.org/10.1016/j.enbenv.2020.06.008,2021,4
https://doi.org/10.3390/ijerph18168444,2024,5
https://doi.org/10.3390/ijerph18168444,2023,10
https://doi.org/10.3390/ijerph18168444,2022,7
https://doi.org/10.1016/j.jobe.2021.102975,2025,4
https://doi.org/10.1016/j.jobe.2021.102975,2024,4
https://doi.org/10.1016/j.jobe.2021.102975,2023,5
https://doi.org/10.1016/j.jobe.2021.102975,2022,6
https://doi.org/10.1016/j.jbankfin.2021.106274,2025,2
https://doi.org/10.1016/j.jbankfin.2021.106274,2024,11
https://doi.org/10.1016/j.jbankfin.2021.106274,2023,6
https://doi.org/10.1016/j.jbankfin.2021.106274,2022,5
https://doi.org/10.1016/j.jbankfin.2021.106274,2021,2
https://doi.org/10.1016/j.jbankfin.2021.106274,2020,1
https://doi.org/10.1016/j.jbankfin.2021.106274,2017,1
https://doi.org/10.1016/j.jbankfin.2021.106274,2016,1
https://doi.org/10.3390/ijerph18158162,2024,3
https://doi.org/10.3390/ijerph18158162,2023,6
https://doi.org/10.3390/ijerph18158162,2022,11
https://doi.org/10.3390/ijerph18158162,2021,1
https://doi.org/10.1016/j.eswa.2021.115627,2025,1
https://doi.org/10.1016/j.eswa.2021.115627,2024,7
https://doi.org/10.1016/j.eswa.2021.115627,2023,5
https://doi.org/10.1016/j.eswa.2021.115627,2022,5
https://doi.org/10.1016/j.eswa.2021.115627,2021,1
https://doi.org/10.1016/j.amjmed.2021.05.002,2025,2
https://doi.org/10.1016/j.amjmed.2021.05.002,2024,5
https://doi.org/10.1016/j.amjmed.2021.05.002,2023,7
https://doi.org/10.1016/j.amjmed.2021.05.002,2022,7
https://doi.org/10.1016/j.amjmed.2021.05.002,2021,1
https://doi.org/10.1016/j.wasman.2021.07.007,2025,1
https://doi.org/10.1016/j.wasman.2021.07.007,2024,5
https://doi.org/10.1016/j.wasman.2021.07.007,2023,5
https://doi.org/10.1016/j.wasman.2021.07.007,2022,8
https://doi.org/10.1016/j.wasman.2021.07.007,2021,1
https://doi.org/10.1016/j.jpeds.2021.06.017,2024,5
https://doi.org/10.1016/j.jpeds.2021.06.017,2023,6
https://doi.org/10.1016/j.jpeds.2021.06.017,2022,9
https://doi.org/10.1016/j.jpeds.2021.06.017,2021,2
https://doi.org/10.1016/j.bios.2021.113412,2025,1
https://doi.org/10.1016/j.bios.2021.113412,2023,5
https://doi.org/10.1016/j.bios.2021.113412,2022,10
https://doi.org/10.1016/j.bios.2021.113412,2021,2
https://doi.org/10.3389/feduc.2021.660376,2024,5
https://doi.org/10.3389/feduc.2021.660376,2023,9
https://doi.org/10.3389/feduc.2021.660376,2022,6
https://doi.org/10.3389/feduc.2021.660376,2021,3
https://doi.org/10.1016/j.ijpe.2021.108204,2024,6
https://doi.org/10.1016/j.ijpe.2021.108204,2023,5
https://doi.org/10.1016/j.ijpe.2021.108204,2022,5
https://doi.org/10.1016/j.ijpe.2021.108204,2021,1
https://doi.org/10.1016/j.tourman.2021.104384,2025,5
https://doi.org/10.1016/j.tourman.2021.104384,2024,7
https://doi.org/10.1016/j.tourman.2021.104384,2023,3
https://doi.org/10.1016/j.tourman.2021.104384,2022,4
https://doi.org/10.1016/j.cclet.2021.05.013,2024,4
https://doi.org/10.1016/j.cclet.2021.05.013,2023,10
https://doi.org/10.1016/j.cclet.2021.05.013,2022,5
https://doi.org/10.1016/j.ijnurstu.2021.103951,2025,4
https://doi.org/10.1016/j.ijnurstu.2021.103951,2024,6
https://doi.org/10.1016/j.ijnurstu.2021.103951,2023,9
https://doi.org/10.1016/j.ijnurstu.2021.103951,2022,2
https://doi.org/10.1016/j.ijnurstu.2021.103951,2021,1
https://doi.org/10.1016/j.cirp.2021.04.064,2024,8
https://doi.org/10.1016/j.cirp.2021.04.064,2023,3
https://doi.org/10.1016/j.cirp.2021.04.064,2022,4
https://doi.org/10.1016/j.cirp.2021.04.064,2021,1
https://doi.org/10.3390/su13105741,2025,2
https://doi.org/10.3390/su13105741,2024,6
https://doi.org/10.3390/su13105741,2023,4
https://doi.org/10.3390/su13105741,2022,6
https://doi.org/10.3390/su13105741,2021,3
https://doi.org/10.1016/j.habitatint.2021.102373,2025,1
https://doi.org/10.1016/j.habitatint.2021.102373,2024,2
https://doi.org/10.1016/j.habitatint.2021.102373,2023,2
https://doi.org/10.1016/j.habitatint.2021.102373,2022,3
https://doi.org/10.1016/j.jhepr.2020.100223,2024,4
https://doi.org/10.1016/j.jhepr.2020.100223,2023,8
https://doi.org/10.1016/j.jhepr.2020.100223,2022,9
https://doi.org/10.1016/j.jhepr.2020.100223,2021,2
https://doi.org/10.1016/j.childyouth.2021.106071,2024,7
https://doi.org/10.1016/j.childyouth.2021.106071,2023,7
https://doi.org/10.1016/j.childyouth.2021.106071,2022,5
