doi,oa_author_id,oa_author_position,oa_author_is_corresponding,oa_author_raw_name
https://doi.org/10.1021/acsenergylett.3c02075,https://openalex.org/A5001804541,middle,False,Yuyu Deng
https://doi.org/10.1021/acsenergylett.3c02075,https://openalex.org/A5101558839,middle,False,Minghao Song
https://doi.org/10.1021/acsenergylett.3c02075,https://openalex.org/A5014197896,middle,False,Lifang Jiao
https://doi.org/10.1021/acsenergylett.3c02075,https://openalex.org/A5064469812,middle,False,Haitao Huang
https://doi.org/10.1021/acsenergylett.3c02075,https://openalex.org/A5100661546,middle,True,Ting Jin
https://doi.org/10.1021/acsenergylett.3c02075,https://openalex.org/A5064894749,last,True,Keyu Xie
https://doi.org/10.1016/j.compositesb.2023.110993,https://openalex.org/A5100778367,first,False,Jie Yu
https://doi.org/10.1016/j.compositesb.2023.110993,https://openalex.org/A5068242714,middle,False,Yiwei Weng
https://doi.org/10.1016/j.compositesb.2023.110993,https://openalex.org/A5033442401,middle,False,Jiangtao Yu
https://doi.org/10.1016/j.compositesb.2023.110993,https://openalex.org/A5069169048,middle,False,Wenguang Chen
https://doi.org/10.1016/j.compositesb.2023.110993,https://openalex.org/A5110368490,middle,False,Shuainan Lu
https://doi.org/10.1016/j.compositesb.2023.110993,https://openalex.org/A5087982944,last,True,Kequan Yu
https://doi.org/10.1016/j.conbuildmat.2023.133433,https://openalex.org/A5103030895,first,False,Dong Lu
https://doi.org/10.1016/j.conbuildmat.2023.133433,https://openalex.org/A5101579382,middle,False,Xi Jiang
https://doi.org/10.1016/j.conbuildmat.2023.133433,https://openalex.org/A5088615931,middle,True,Zhen Leng
https://doi.org/10.1016/j.conbuildmat.2023.133433,https://openalex.org/A5054383778,middle,False,Yanlin Huo
https://doi.org/10.1016/j.conbuildmat.2023.133433,https://openalex.org/A5011225526,middle,False,Daiyu Wang
https://doi.org/10.1016/j.conbuildmat.2023.133433,https://openalex.org/A5072097467,last,True,Jing Zhong
https://doi.org/10.1021/acsmaterialslett.3c00761,https://openalex.org/A5043137314,first,False,Yumeng Ge
https://doi.org/10.1021/acsmaterialslett.3c00761,https://openalex.org/A5070870285,middle,False,Zewen Su
https://doi.org/10.1021/acsmaterialslett.3c00761,https://openalex.org/A5100350790,middle,False,Le Wang
https://doi.org/10.1021/acsmaterialslett.3c00761,https://openalex.org/A5100358616,middle,False,Congcong Wang
https://doi.org/10.1021/acsmaterialslett.3c00761,https://openalex.org/A5023957222,middle,True,Peiqing Cai
https://doi.org/10.1021/acsmaterialslett.3c00761,https://openalex.org/A5040140326,middle,False,Shenghuang Lin
https://doi.org/10.1021/acsmaterialslett.3c00761,https://openalex.org/A5100390888,middle,False,Yuan Liu
https://doi.org/10.1021/acsmaterialslett.3c00761,https://openalex.org/A5101538776,middle,False,Shiqing Xu
https://doi.org/10.1021/acsmaterialslett.3c00761,https://openalex.org/A5011655508,last,True,Gongxun Bai
https://doi.org/10.1111/poms.14055,https://openalex.org/A5036021687,first,False,Yanli Tang
https://doi.org/10.1111/poms.14055,https://openalex.org/A5088868657,middle,False,Suresh P. Sethi
https://doi.org/10.1111/poms.14055,https://openalex.org/A5100661963,last,True,Yulan Wang
https://doi.org/10.1109/jsac.2023.3280984,https://openalex.org/A5100353377,first,False,Chang Liu
https://doi.org/10.1109/jsac.2023.3280984,https://openalex.org/A5045823074,middle,False,Shuangyang Li
https://doi.org/10.1109/jsac.2023.3280984,https://openalex.org/A5011236120,middle,False,Weijie Yuan
https://doi.org/10.1109/jsac.2023.3280984,https://openalex.org/A5103096827,middle,False,Xuemeng Liu
https://doi.org/10.1109/jsac.2023.3280984,https://openalex.org/A5006080984,last,False,Derrick Wing Kwan Ng
https://doi.org/10.1073/pnas.2220575120,https://openalex.org/A5060459790,first,False,Quanxiang Xian
